Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Description,Program Description,Account Type,Account Code,Account Category,Account Description,Amount,Project Code,Program Code,Budget Type,Budget Name,Amount as number
FY14-15,Parks & Recreation,Parks & Recreation,501240,Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,CENTRAL RESERVATIONS SET-UP FEE,CENTRAL RESERVATIONS,Expense,54919,Contract Services,Services: Miscellaneous Contract,500,P319110,IP57,2,Adjusted,500
FY14-15,Parks & Recreation,Parks & Recreation,501260,Zoo,1010,General Fund: General Purpose,OAKLAND ZOO SUBSIDY,CONTRACT MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,485905,P387610,NB02,2,Adjusted,485905
FY14-15,Parks & Recreation,Parks & Recreation,501260,Zoo,1010,General Fund: General Purpose,UNDETERMINED PROJECT,CONTRACT MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,-539895,0000000,NB02,2,Adjusted,-539895
FY14-15,Parks & Recreation,Parks & Recreation,502362,Chabot Golf,3200,Golf Course,GOLF COURSE CAPITAL PROJECT,CONTRACT MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,10385,C322810,NB02,2,Adjusted,10385
FY14-15,Parks & Recreation,Parks & Recreation,502362,Chabot Golf,3200,Golf Course,CHABOT GOLF COURSE,CONTRACT MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,50,P235710,NB02,2,Adjusted,50
FY14-15,Parks & Recreation,Parks & Recreation,505810,Radical Roving Recreation,1010,General Fund: General Purpose,UNDETERMINED PROJECT,"RECREATION, CULTURAL CIVIC",Expense,54919,Contract Services,Services: Miscellaneous Contract,300,0000000,NB03,2,Adjusted,300
FY14-15,Public Library,Library,61348,West Oakland Branch,2163,Metro Transportation Com: Program Grant,W OAK LIB PRESCHOOL STORYTIME TRANSP PRGM,BRANCH LIBRARY SERVICES,Expense,54919,Contract Services,Services: Miscellaneous Contract,50000,G330530,NB17,2,Adjusted,50000
FY14-15,City Administrator,Other Services,63221,KTOP Operations,1760,Telecommunications Reserve,UNDETERMINED PROJECT,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,54919,Contract Services,Services: Miscellaneous Contract,5000,0000000,IP13,2,Adjusted,5000
FY14-15,Human Services,Human Services,75231,Multipurpose Senior Service Program,2128,Department of Health and Human Services,MSSP WVED SVCS 14/15,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Expense,54919,Contract Services,Services: Miscellaneous Contract,210821,G462330,YS14,2,Adjusted,210821
FY14-15,Human Services,Human Services,75241,Senior Companion Program,1010,General Fund: General Purpose,SCP/CITY MATCH FY14-15,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Expense,54919,Contract Services,Services: Miscellaneous Contract,3770,G464260,YS14,2,Adjusted,3770
FY14-15,Human Services,Human Services,75631,Senior Center,1010,General Fund: General Purpose,EAST OAK SR CTR FY98-99,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Expense,54919,Contract Services,Services: Miscellaneous Contract,720,P58620,YS14,2,Adjusted,720
FY14-15,Human Services,Human Services,75631,Senior Center,1010,General Fund: General Purpose,NORTH OAK SR CTR 98-99,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Expense,54919,Contract Services,Services: Miscellaneous Contract,450,P58640,YS14,2,Adjusted,450
FY14-15,Human Services,Human Services,75631,Senior Center,1010,General Fund: General Purpose,WEST OAK SR CTR 98-99,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Expense,54919,Contract Services,Services: Miscellaneous Contract,720,P58630,YS14,2,Adjusted,720
FY14-15,Human Services,Human Services,75631,Senior Center,1010,General Fund: General Purpose,DOWNTOWN OAK SR CTR 98-99,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Expense,54919,Contract Services,Services: Miscellaneous Contract,720,P58610,YS14,2,Adjusted,720
FY14-15,Human Services,Human Services,75631,Senior Center,1010,General Fund: General Purpose,VIETNAMESE COMM DEV,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Expense,54919,Contract Services,Services: Miscellaneous Contract,36720,P58680,YS14,2,Adjusted,36720
FY14-15,Human Services,Human Services,78111,Department of Human Services: Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FOSTERING SAFE AND HEALTHY COMMUNITIES,Expense,54919,Contract Services,Services: Miscellaneous Contract,30000,0000000,SC22,2,Adjusted,30000
FY14-15,Human Services,Human Services,78111,Department of Human Services: Administration,2159,State of California Other,MAA PROGRAM ACTIVITIES,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Expense,54919,Contract Services,Services: Miscellaneous Contract,1917,G261710,YS14,2,Adjusted,1917
FY14-15,Human Services,Human Services,78231,HS Classroom & Seasonal,1010,General Fund: General Purpose,HS FY14/15 GPF CONTRIBUTIONS,"STRENGTHENING CHILDREN, YOUTH & FAMILIES",Expense,54919,Contract Services,Services: Miscellaneous Contract,34001,G464940,YS13,2,Adjusted,34001
FY14-15,Human Services,Human Services,78231,HS Classroom & Seasonal,2128,Department of Health and Human Services,HS FY14/15 OPERATION DISABILITIES,"STRENGTHENING CHILDREN, YOUTH & FAMILIES",Expense,54919,Contract Services,Services: Miscellaneous Contract,2800,G464920,YS13,2,Adjusted,2800
FY14-15,Human Services,Human Services,78231,HS Classroom & Seasonal,2128,Department of Health and Human Services,EHS COO FY14/15 OPERATION BASIC,"STRENGTHENING CHILDREN, YOUTH & FAMILIES",Expense,54919,Contract Services,Services: Miscellaneous Contract,57200,G464980,YS13,2,Adjusted,57200
FY14-15,Human Services,Human Services,78231,HS Classroom & Seasonal,2128,Department of Health and Human Services,HS FY14/15 OPERATION BASIC,"STRENGTHENING CHILDREN, YOUTH & FAMILIES",Expense,54919,Contract Services,Services: Miscellaneous Contract,167800,G464910,YS13,2,Adjusted,167800
FY14-15,Human Services,Human Services,78234,HS Governance (PC & AB),2128,Department of Health and Human Services,HS FY14/15 OPERATION DISABILITIES,"STRENGTHENING CHILDREN, YOUTH & FAMILIES",Expense,54919,Contract Services,Services: Miscellaneous Contract,2800,G464920,YS13,2,Adjusted,2800
FY14-15,Human Services,Human Services,78251,Youth Services,1010,General Fund: General Purpose,CITY-SCHOOL PARTNERSHIP,"STRENGTHENING CHILDREN, YOUTH & FAMILIES",Expense,54919,Contract Services,Services: Miscellaneous Contract,56250,A144510,YS13,2,Adjusted,56250
FY14-15,Human Services,Human Services,78251,Youth Services,1780,Kid's First Oakland Children's Fund,FY1415 OFCY ADMIN,OAKLAND FUND FOR CHILDREN & YOUTH,Expense,54919,Contract Services,Services: Miscellaneous Contract,11144,P463710,YS04,2,Adjusted,11144
FY14-15,Human Services,Human Services,78411,Community Housing Services,1720,Comprehensive Clean-up,HMOP/CALI HOTEL,FOSTERING SAFE AND HEALTHY COMMUNITIES,Expense,54919,Contract Services,Services: Miscellaneous Contract,60000,G149910,SC22,2,Adjusted,60000
FY14-15,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,PERTS TECHNOLOGY ENHNCMT & MAINT-DSF,DPBNP ADMINISTRATION,Expense,54919,Contract Services,Services: Miscellaneous Contract,535206,P249920,IP49,2,Adjusted,535206
FY14-15,Planning & Building,Planning & Building,84111,"Administration: Planning, Building & Neighborhood Preservation",2415,Development Service Fund,UNDETERMINED PROJECT,DPBNP ADMINISTRATION,Expense,54919,Contract Services,Services: Miscellaneous Contract,25770,0000000,IP49,2,Adjusted,25770
FY14-15,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,UNDETERMINED PROJECT,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Expense,54919,Contract Services,Services: Miscellaneous Contract,145701,0000000,SC09,2,Adjusted,145701
FY14-15,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,GENERAL PLAN UPDATE-DSF,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Expense,54919,Contract Services,Services: Miscellaneous Contract,3190,P34050,SC09,2,Adjusted,3190
FY14-15,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,UNDETERMINED PROJECT,DEVELOPMENT PERMIT INSPECTIONS,Expense,54919,Contract Services,Services: Miscellaneous Contract,14650,0000000,PS31,2,Adjusted,14650
FY14-15,Planning & Building,Planning & Building,84469,Building Codes: Other,2415,Development Service Fund,BLIGHT ABATEMENT PRGRM-DSF,DEVELOPMENT PERMIT INSPECTIONS,Expense,54919,Contract Services,Services: Miscellaneous Contract,346978,P60420,PS31,2,Adjusted,346978
FY14-15,Economic & Workforce Development,Economic & Workforce Development,85231,Real Estate,1010,General Fund: General Purpose,SURPLUS PROPERTY DISPOSITION,REAL ESTATE,Expense,54919,Contract Services,Services: Miscellaneous Contract,6690,P47010,PS32,2,Adjusted,6690
FY14-15,Economic & Workforce Development,Economic & Workforce Development,85231,Real Estate,1010,General Fund: General Purpose,UNDETERMINED PROJECT,REAL ESTATE,Expense,54919,Contract Services,Services: Miscellaneous Contract,1750,0000000,PS32,2,Adjusted,1750
FY14-15,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,2195,Workforce Investment Act,WIB BUSINESS SERVICES PLAN TO BUSINESS SVCS ACTIVI,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",Expense,54919,Contract Services,Services: Miscellaneous Contract,110000,G245810,SC11,2,Adjusted,110000
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,TENANT ACCESS PROGRAM,HOME OWNERSHIP & REHABILITATION,Expense,54919,Contract Services,Services: Miscellaneous Contract,136099,G00500,NB32,2,Adjusted,136099
FY14-15,Non-Departmental,Non-Departmental,90411,Debt Service,6555,Piedmont Pines 2010 Utility Underground Phase I - Debt Service,UNDETERMINED PROJECT,DEBT/LEASE PAYMENTS,Expense,54919,Contract Services,Services: Miscellaneous Contract,3238,0000000,IN09,2,Adjusted,3238
FY14-15,Non-Departmental,Non-Departmental,90411,Debt Service,6587,2012 Refunding Reassessment Bonds-Debt Service,UNDETERMINED PROJECT,DEBT/LEASE PAYMENTS,Expense,54919,Contract Services,Services: Miscellaneous Contract,15650,0000000,IN09,2,Adjusted,15650
FY14-15,Non-Departmental,Non-Departmental,90551,Oakland Convention and Visitors Authority (OCVA),1010,General Fund: General Purpose,UNDETERMINED PROJECT,FISCAL MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,720000,0000000,IP51,2,Adjusted,720000
FY14-15,Non-Departmental,Non-Departmental,90591,City-Wide Activities,2419,Transient Occupancy Tax (TOT) Surcharge,OAK MUSEUM OF CA TOT SURCHARGE,CITYWIDE ACTIVITIES,Expense,54919,Contract Services,Services: Miscellaneous Contract,498935,P391830,IP50,2,Adjusted,498935
FY14-15,Non-Departmental,Non-Departmental,90591,City-Wide Activities,2419,Transient Occupancy Tax (TOT) Surcharge,CHABOT SPACE  AND SCIENCE CTR TOT SURCHARGE,CITYWIDE ACTIVITIES,Expense,54919,Contract Services,Services: Miscellaneous Contract,498935,P391840,IP50,2,Adjusted,498935
FY14-15,Non-Departmental,Non-Departmental,90591,City-Wide Activities,2419,Transient Occupancy Tax (TOT) Surcharge,OAK CONVNTN & VISITORS BUREAU TOT SURCHARGE,CITYWIDE ACTIVITIES,Expense,54919,Contract Services,Services: Miscellaneous Contract,1995742,P391810,IP50,2,Adjusted,1995742
FY14-15,Non-Departmental,Non-Departmental,90591,City-Wide Activities,2419,Transient Occupancy Tax (TOT) Surcharge,OAK ZOO TRANSIENT OCCPNCY TX (TOT) SURCHARGE,CITYWIDE ACTIVITIES,Expense,54919,Contract Services,Services: Miscellaneous Contract,498935,P391820,IP50,2,Adjusted,498935
FY14-15,Capital Improvement Projects,Capital Improvement Projects,92214,Engineer Design: ADA Programs,1010,General Fund: General Purpose,UNDETERMINED PROJECT,AMERICANS WITH DISABILITIES ACT PROGRAMS,Expense,54919,Contract Services,Services: Miscellaneous Contract,252000,0000000,YS10,2,Adjusted,252000
FY14-15,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,HOPWA 2014 AIDS,FOSTERING SAFE AND HEALTHY COMMUNITIES,Expense,54920,Contract Services,Contractor's Administration,184687,G462120,SC22,2,Adjusted,184687
FY14-15,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,SHP/HFSN 2013,FOSTERING SAFE AND HEALTHY COMMUNITIES,Expense,54920,Contract Services,Contractor's Administration,43456,G462970,SC22,2,Adjusted,43456
FY14-15,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,SHP/FIT/SS-THP 2013,FOSTERING SAFE AND HEALTHY COMMUNITIES,Expense,54920,Contract Services,Contractor's Administration,5837,G462985,SC22,2,Adjusted,5837
FY14-15,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,SHP/MCTHP 2013,FOSTERING SAFE AND HEALTHY COMMUNITIES,Expense,54920,Contract Services,Contractor's Administration,6176,G462960,SC22,2,Adjusted,6176
FY14-15,Economic & Workforce Development,Economic & Workforce Development,85411,Economic Development,1710,Recycling Program,UNDETERMINED PROJECT,"BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",Expense,54920,Contract Services,Contractor's Administration,2250,0000000,SC11,2,Adjusted,2250
FY14-15,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FINANCIAL MANAGEMENT,Expense,54924,Contract Services,Services: County Administrative Cost & Commission,1244188,0000000,IP59,2,Adjusted,1244188
FY14-15,Information Technology,Information Technology,46341,Application Development,1010,General Fund: General Purpose,UNDETERMINED PROJECT,APPLICATION DEVELOPMENT AND DATABASE ADMINISTRATION,Expense,54926,Contract Services,Support: Operations,9500,0000000,IP69,2,Adjusted,9500
FY14-15,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,SHP/MCTHP 2013,FOSTERING SAFE AND HEALTHY COMMUNITIES,Expense,54926,Contract Services,Support: Operations,100022,G462960,SC22,2,Adjusted,100022
FY14-15,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,SHP/OHYHC 2013,FOSTERING SAFE AND HEALTHY COMMUNITIES,Expense,54926,Contract Services,Support: Operations,227000,G462980,SC22,2,Adjusted,227000
FY14-15,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,SHP/HFSN 2013,FOSTERING SAFE AND HEALTHY COMMUNITIES,Expense,54926,Contract Services,Support: Operations,634038,G462970,SC22,2,Adjusted,634038
FY14-15,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,SHP/FIT/SS-THP 2013,FOSTERING SAFE AND HEALTHY COMMUNITIES,Expense,54926,Contract Services,Support: Operations,80811,G462985,SC22,2,Adjusted,80811
FY14-15,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,SHP/HFSN 2013,FOSTERING SAFE AND HEALTHY COMMUNITIES,Expense,54927,Contract Services,Support: Leasing,116059,G462970,SC22,2,Adjusted,116059
FY14-15,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,SHP/MCTHP 2013,FOSTERING SAFE AND HEALTHY COMMUNITIES,Expense,54927,Contract Services,Support: Leasing,10184,G462960,SC22,2,Adjusted,10184
FY14-15,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,SHP/OHYHC 2013,FOSTERING SAFE AND HEALTHY COMMUNITIES,Expense,54927,Contract Services,Support: Leasing,93684,G462980,SC22,2,Adjusted,93684
FY14-15,Parks & Recreation,Parks & Recreation,501110,Office of OPR Director,1010,General Fund: General Purpose,UNDETERMINED PROJECT,CENTRAL ADMINISTRATION,Expense,54929,Contract Services,Services: Miscellaneous Contract,800,0000000,NB01,2,Adjusted,800
FY14-15,Parks & Recreation,Parks & Recreation,504410,City-Wide Programs,1820,OPRCA Self Sustaining Revolving Fund,CITY WIDE DRAMA PROGS,CULTURAL ARTS,Expense,54929,Contract Services,Services: Miscellaneous Contract,14060,P59041,CE05,2,Adjusted,14060
FY14-15,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,HOPWA 2014 AIDS,FOSTERING SAFE AND HEALTHY COMMUNITIES,Expense,54929,Contract Services,Services: Miscellaneous Contract,11732,G462120,SC22,2,Adjusted,11732
FY14-15,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,SHP/OHYHC 2013,FOSTERING SAFE AND HEALTHY COMMUNITIES,Expense,54929,Contract Services,Services: Miscellaneous Contract,13650,G462980,SC22,2,Adjusted,13650
FY14-15,City Auditor,City Auditor,7111,City Auditor,1010,General Fund: General Purpose,UNDETERMINED PROJECT,AUDITING,Expense,54930,Contract Services,Services: Professional,1630,0000000,IP54,2,Adjusted,1630
FY14-15,Finance,Treasury,8751,Retirement,7100,Police and Fire Retirement System,UNDETERMINED PROJECT,HUMAN RESOURCE MANAGEMENT,Expense,54930,Contract Services,Services: Professional,1849966,0000000,IP61,2,Adjusted,1849966
FY14-15,Finance,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,UNDETERMINED PROJECT,HUMAN RESOURCE MANAGEMENT,Expense,54930,Contract Services,Services: Professional,21000,0000000,IP61,2,Adjusted,21000
FY14-15,Public Works,Public Works,30211,Engineering & Construction: Admin,7760,Grant Clearing,PWA OVERHEAD CLEARING,ADMINISTRATION-TO BE ALLOCATED,Expense,54930,Contract Services,Services: Professional,9430,A167710,AD01,2,Adjusted,9430
FY14-15,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,UNDETERMINED PROJECT,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,54930,Contract Services,Services: Professional,1000,0000000,IN04,2,Adjusted,1000
FY14-15,City Administrator,Other Services,63221,KTOP Operations,1760,Telecommunications Reserve,KTOP PRODUCTIONS,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,54930,Contract Services,Services: Professional,11290,A211410,IP13,2,Adjusted,11290
FY14-15,Human Services,Human Services,78231,HS Classroom & Seasonal,2128,Department of Health and Human Services,EHS COO FY14/15 OPERATION BASIC,"STRENGTHENING CHILDREN, YOUTH & FAMILIES",Expense,54930,Contract Services,Services: Professional,8000,G464980,YS13,2,Adjusted,8000
FY14-15,Economic & Workforce Development,Economic & Workforce Development,85244,Oakland Army Base Redevelopment,5671,OBRA: Leasing & Utility,OBRA LEASING & UTILITY-CITY,OARB-BAY BRIDGE GATEWAY,Expense,54930,Contract Services,Services: Professional,30000,P294110,SC07,2,Adjusted,30000
