Fiscal Year Range,Account Type,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Code,Account Description,Account Category,Amount,Budget Type,Budget Name,Amount as number
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,32219,1,Adopted,32219
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,51627,Retirement Contributions,Civilian Retirement,1177,1,Adopted,1177
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,52211,Stationery and Office Supplies,Services & Supplies,2900,1,Adopted,2900
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",Services & Supplies,4000,1,Adopted,4000
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,52911,Bottled Water and Food for Human Consumption,Services & Supplies,500,1,Adopted,500
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,52919,Supplies: Miscellaneous and Commodities,Services & Supplies,500,1,Adopted,500
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,53116,Telephone,Services & Supplies,700,1,Adopted,700
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,54611,Repair and Maintenance: Machinery and Equipment,Contract Services,500,1,Adopted,500
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,54711,Printing and Duplicating Services,Contract Services,5152,1,Adopted,5152
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,54722,Advertising: Classified,Contract Services,16244,1,Adopted,16244
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",Travel & Education,805,1,Adopted,805
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,55211,Periodical Subscriptions,Travel & Education,100,1,Adopted,100
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,55212,Registration and Tuition,Travel & Education,500,1,Adopted,500
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,55311,Memberships: Employee Association Dues,Travel & Education,400,1,Adopted,400
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,56312,Duplicating,Internal Services & Work Orders,20000,1,Adopted,20000
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",58522,Overhead: Central Services Cost Allocation,Overhead Allocations,16086,1,Adopted,16086
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,266844,1,Adopted,266844
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",58522,Overhead: Central Services Cost Allocation,Overhead Allocations,17827,1,Adopted,17827
FY15-16,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,58714,Other Refunds,Other Expenditures and Disbursments,20000,1,Adopted,20000
FY15-16,Revenue,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,42211,Permits: Construction,Licenses & Permits,356000,1,Adopted,356000
FY15-16,Revenue,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,45119,Public Works Fee: Miscellaneous,Service Charges,110000,1,Adopted,110000
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,51111,Civilian: Regular,Civilian Salaries,117015,1,Adopted,117015
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,4200,1,Adopted,4200
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,51511,Civilian: Paid Leave Charge,Civilian Salaries,34756,1,Adopted,34756
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,51611,Civilian: Retirement Accrual,Civilian Retirement,49993,1,Adopted,49993
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,59054,1,Adopted,59054
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,52211,Stationery and Office Supplies,Services & Supplies,5798,1,Adopted,5798
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,52211,Stationery and Office Supplies,Services & Supplies,13298,1,Adopted,13298
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,52212,"Minor Furniture and Office Equipment (No Asset Number, Not Capitalized)",Services & Supplies,9000,1,Adopted,9000
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",Services & Supplies,9243,1,Adopted,9243
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,52614,Books,Services & Supplies,17931,1,Adopted,17931
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,52917,Shoe/Boot Supplemental,Services & Supplies,151,1,Adopted,151
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,52919,Supplies: Miscellaneous and Commodities,Services & Supplies,1377,1,Adopted,1377
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,53116,Telephone,Services & Supplies,3150,1,Adopted,3150
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,53719,Miscellaneous Services,Services & Supplies,5000,1,Adopted,5000
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,54011,Contract Contingencies (Budgetary Only),Contract Services,29097,1,Adopted,29097
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,54711,Printing and Duplicating Services,Contract Services,7870,1,Adopted,7870
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,54919,Services: Miscellaneous Contract,Contract Services,14650,1,Adopted,14650
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,55112,Commercial Transportation,Travel & Education,14849,1,Adopted,14849
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,55113,Meals,Travel & Education,9000,1,Adopted,9000
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,55114,Per Diem and Lodging,Travel & Education,15000,1,Adopted,15000
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",Travel & Education,11000,1,Adopted,11000
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,55211,Periodical Subscriptions,Travel & Education,150,1,Adopted,150
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,55211,Periodical Subscriptions,Travel & Education,2000,1,Adopted,2000
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,55212,Registration and Tuition,Travel & Education,11500,1,Adopted,11500
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,55212,Registration and Tuition,Travel & Education,16500,1,Adopted,16500
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,55311,Memberships: Employee Association Dues,Travel & Education,3000,1,Adopted,3000
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,55311,Memberships: Employee Association Dues,Travel & Education,600,1,Adopted,600
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,55312,Memberships: City,Travel & Education,2000,1,Adopted,2000
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,56411,City Vehicle Rentals,Internal Services & Work Orders,167427,1,Adopted,167427
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,56413,Pool Vehicle Usage,Internal Services & Work Orders,100000,1,Adopted,100000
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,32676,1,Adopted,32676
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,58714,Other Refunds,Other Expenditures and Disbursments,55830,1,Adopted,55830
FY15-16,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,58714,Other Refunds,Other Expenditures and Disbursments,180000,1,Adopted,180000
FY15-16,Expense,Planning & Building,Planning & Building,84412,Admin: Building Inspection,2415,Development Service Fund,0,UNDETERMINED PROJECT,NB31,LIVABLE NEIGHBORHOOD CODE ENFORCEMENT SERVICES,51111,Civilian: Regular,Civilian Salaries,85842,1,Adopted,85842
FY15-16,Expense,Planning & Building,Planning & Building,84412,Admin: Building Inspection,2415,Development Service Fund,A456210,FORECLOSED REGISTRATION PROGRAM,NB31,LIVABLE NEIGHBORHOOD CODE ENFORCEMENT SERVICES,51111,Civilian: Regular,Civilian Salaries,15754,1,Adopted,15754
FY15-16,Expense,Planning & Building,Planning & Building,84412,Admin: Building Inspection,2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT,PS31,DEVELOPMENT PERMIT INSPECTIONS,51111,Civilian: Regular,Civilian Salaries,46445,1,Adopted,46445
FY15-16,Expense,Planning & Building,Planning & Building,84412,Admin: Building Inspection,2415,Development Service Fund,P249930,PERT RECORDS MANAGEMENT,PS31,DEVELOPMENT PERMIT INSPECTIONS,51111,Civilian: Regular,Civilian Salaries,27942,1,Adopted,27942
FY15-16,Expense,Planning & Building,Planning & Building,84412,Admin: Building Inspection,2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT,NB31,LIVABLE NEIGHBORHOOD CODE ENFORCEMENT SERVICES,51111,Civilian: Regular,Civilian Salaries,60138,1,Adopted,60138
FY15-16,Expense,Planning & Building,Planning & Building,84412,Admin: Building Inspection,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,51111,Civilian: Regular,Civilian Salaries,206196,1,Adopted,206196
FY15-16,Expense,Planning & Building,Planning & Building,84412,Admin: Building Inspection,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,51428,Premium: Bilingual,Allowances & Premiums,1170,1,Adopted,1170
FY15-16,Expense,Planning & Building,Planning & Building,84412,Admin: Building Inspection,2415,Development Service Fund,P249930,PERT RECORDS MANAGEMENT,PS31,DEVELOPMENT PERMIT INSPECTIONS,51511,Civilian: Paid Leave Charge,Civilian Salaries,8299,1,Adopted,8299
FY15-16,Expense,Planning & Building,Planning & Building,84412,Admin: Building Inspection,2415,Development Service Fund,0,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,51511,Civilian: Paid Leave Charge,Civilian Salaries,61246,1,Adopted,61246
FY15-16,Expense,Planning & Building,Planning & Building,84412,Admin: Building Inspection,2415,Development Service Fund,0,UNDETERMINED PROJECT,NB31,LIVABLE NEIGHBORHOOD CODE ENFORCEMENT SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,25496,1,Adopted,25496
FY15-16,Expense,Planning & Building,Planning & Building,84412,Admin: Building Inspection,2415,Development Service Fund,A456210,FORECLOSED REGISTRATION PROGRAM,NB31,LIVABLE NEIGHBORHOOD CODE ENFORCEMENT SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,4679,1,Adopted,4679
FY15-16,Expense,Planning & Building,Planning & Building,84412,Admin: Building Inspection,2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT,PS31,DEVELOPMENT PERMIT INSPECTIONS,51511,Civilian: Paid Leave Charge,Civilian Salaries,13795,1,Adopted,13795
FY15-16,Expense,Planning & Building,Planning & Building,84412,Admin: Building Inspection,2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT,NB31,LIVABLE NEIGHBORHOOD CODE ENFORCEMENT SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,17862,1,Adopted,17862
FY15-16,Expense,Planning & Building,Planning & Building,84412,Admin: Building Inspection,2415,Development Service Fund,A456210,FORECLOSED REGISTRATION PROGRAM,NB31,LIVABLE NEIGHBORHOOD CODE ENFORCEMENT SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,6731,1,Adopted,6731
FY15-16,Expense,Planning & Building,Planning & Building,84412,Admin: Building Inspection,2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT,PS31,DEVELOPMENT PERMIT INSPECTIONS,51611,Civilian: Retirement Accrual,Civilian Retirement,19843,1,Adopted,19843
FY15-16,Expense,Planning & Building,Planning & Building,84412,Admin: Building Inspection,2415,Development Service Fund,0,UNDETERMINED PROJECT,NB31,LIVABLE NEIGHBORHOOD CODE ENFORCEMENT SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,36675,1,Adopted,36675
FY15-16,Expense,Planning & Building,Planning & Building,84412,Admin: Building Inspection,2415,Development Service Fund,P249930,PERT RECORDS MANAGEMENT,PS31,DEVELOPMENT PERMIT INSPECTIONS,51611,Civilian: Retirement Accrual,Civilian Retirement,11938,1,Adopted,11938
