Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Type,Account Category,Account Code,Account Description,Amount,Budget Type,Budget Name,Amount as number
FY14-15,Police,Police Department,107510, Traffic BFO,2416,Traffic Safety Fund,P328920 , RED LIGHT CAMERA ENFRCMT-FUND 2416,PS14,TRAFFIC OPERATIONS,Expense,Contract Services,54919,Services: Miscellaneous Contract,1100000,1,Adopted,1100000
FY14-15,Police,Police Department,107510, Traffic BFO,2416,Traffic Safety Fund,P328920 , RED LIGHT CAMERA ENFRCMT-FUND 2416,PS14,TRAFFIC OPERATIONS,Expense,Internal Services & Work Orders,56411,City Vehicle Rentals,22656,1,Adopted,22656
FY14-15,Police,Police Department,107510, Traffic BFO,2416,Traffic Safety Fund,P328920 , RED LIGHT CAMERA ENFRCMT-FUND 2416,PS14,TRAFFIC OPERATIONS,Expense,Internal Services & Work Orders,56511,Radio Rentals,3600,1,Adopted,3600
FY14-15,Police,Police Department,107510, Traffic BFO,2416,Traffic Safety Fund,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,60184,1,Adopted,60184
FY14-15,Police,Police Department,107510, Traffic BFO,2416,Traffic Safety Fund,P328920 , RED LIGHT CAMERA ENFRCMT-FUND 2416,PS14,TRAFFIC OPERATIONS,Expense,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,7194,1,Adopted,7194
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Civilian Salaries,51111,Civilian: Regular,167919,1,Adopted,167919
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP61,HUMAN RESOURCE MANAGEMENT,Expense,Civilian Salaries,51111,Civilian: Regular,37892,1,Adopted,37892
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Salaries,51111,Civilian: Regular,1817535,1,Adopted,1817535
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Civilian Salaries,51122,Temporary: Regular Part Time,20283,1,Adopted,20283
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Civilian Salaries,51122,Temporary: Regular Part Time,564467,1,Adopted,564467
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Allowances & Premiums,51411,Shift Pay,5101,1,Adopted,5101
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Allowances & Premiums,51413,Standby Pay,6137,1,Adopted,6137
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Allowances & Premiums,51425,Health and Welfare Benefits,3489,1,Adopted,3489
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Allowances & Premiums,51425,Health and Welfare Benefits,3489,1,Adopted,3489
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,46399,1,Adopted,46399
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP61,HUMAN RESOURCE MANAGEMENT,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,10470,1,Adopted,10470
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,344616,1,Adopted,344616
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,62367,1,Adopted,62367
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP61,HUMAN RESOURCE MANAGEMENT,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,14073,1,Adopted,14073
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,463202,1,Adopted,463202
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,1572,1,Adopted,1572
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,128509,1,Adopted,128509
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP61,HUMAN RESOURCE MANAGEMENT,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,19127,1,Adopted,19127
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,673752,1,Adopted,673752
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP59,FINANCIAL MANAGEMENT,Expense,Civilian Retirement,51627,Retirement Contributions,761,1,Adopted,761
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Civilian Retirement,51627,Retirement Contributions,21167,1,Adopted,21167
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Expense,Civilian Retirement,51627,Retirement Contributions,21389,1,Adopted,21389
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Services & Supplies,52211,Stationery and Office Supplies,21690,1,Adopted,21690
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Services & Supplies,52311,Maintenance Supplies,100,1,Adopted,100
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Services & Supplies,52911,Bottled Water and Food for Human Consumption,140,1,Adopted,140
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Services & Supplies,52912,Clothing,2200,1,Adopted,2200
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Services & Supplies,52913,Supplies: Technical and Scientific,5040,1,Adopted,5040
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Services & Supplies,52919,Supplies: Miscellaneous and Commodities,770,1,Adopted,770
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,0,Undetermined Program,Expense,Services & Supplies,53116,Telephone,30000,1,Adopted,30000
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Contract Services,54611,Repair and Maintenance: Machinery and Equipment,500,1,Adopted,500
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Contract Services,54711,Printing and Duplicating Services,2000,1,Adopted,2000
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Travel & Education,55112,Commercial Transportation,500,1,Adopted,500
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Travel & Education,55114,Per Diem and Lodging,800,1,Adopted,800
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Travel & Education,55219,Miscellaneous Educational Expenditures,350,1,Adopted,350
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Internal Services & Work Orders,56123,City Accounting Services,1349,1,Adopted,1349
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Internal Services & Work Orders,56411,City Vehicle Rentals,5858,1,Adopted,5858
FY14-15,Police,Police Department,107511, Parking Enforcement,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP60,PARKING MANAGEMENT,Expense,Internal Services & Work Orders,56511,Radio Rentals,195836,1,Adopted,195836
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Revenue,Licenses & Permits,42411,Special Permits: Police,3723,1,Adopted,3723
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,P46000 , DEEMED APPROVED ALCOHOL CONTRO,PS13,SPECIAL OPERATIONS,Revenue,Fines & Penalties,43115,Fines: Miscellaneous,21050,1,Adopted,21050
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,P46000 , DEEMED APPROVED ALCOHOL CONTRO,PS13,SPECIAL OPERATIONS,Revenue,Service Charges,45419,Other Fees: Miscellaneous,868199,1,Adopted,868199
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS01,AGENCY-WIDE ADMINISTRATION,Revenue,Service Charges,45718,Other Svc Charges: Personnel Services,9000,1,Adopted,9000
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Revenue,Service Charges,45718,Other Svc Charges: Personnel Services,2600000,1,Adopted,2600000
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,Revenue,Service Charges,45718,Other Svc Charges: Personnel Services,5000,1,Adopted,5000
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Civilian Salaries,51111,Civilian: Regular,83184,1,Adopted,83184
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,P46000 , DEEMED APPROVED ALCOHOL CONTRO,PS13,SPECIAL OPERATIONS,Expense,Civilian Salaries,51111,Civilian: Regular,140944,1,Adopted,140944
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,C00800 , CENTRAL DISTRICT PLANNING,PS11,PATROL AREA 1,Expense,Sworn Salaries,51112,Sworn: Regular,82574,1,Adopted,82574
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,P233210 , CENTRAL  CITY EAST REPAYMENT AGREEMENT,PS11,PATROL AREA 1,Expense,Sworn Salaries,51112,Sworn: Regular,236525,1,Adopted,236525
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,C82620 , COLISEUM,PS11,PATROL AREA 1,Expense,Sworn Salaries,51112,Sworn: Regular,342993,1,Adopted,342993
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS11,PATROL AREA 1,Expense,Sworn Salaries,51112,Sworn: Regular,84160,1,Adopted,84160
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS12,VICE/NARCOTICS,Expense,Sworn Salaries,51112,Sworn: Regular,92478,1,Adopted,92478
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,P46000 , DEEMED APPROVED ALCOHOL CONTRO,PS13,SPECIAL OPERATIONS,Expense,Sworn Salaries,51112,Sworn: Regular,177845,1,Adopted,177845
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Sworn Salaries,51112,Sworn: Regular,1107144,1,Adopted,1107144
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Civilian Overtime,51211,Civilian: Holiday Overtime,13310,1,Adopted,13310
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,P46000 , DEEMED APPROVED ALCOHOL CONTRO,PS13,SPECIAL OPERATIONS,Expense,Civilian Overtime,51212,Civilian: Other Overtime,7570,1,Adopted,7570
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Civilian Overtime,51212,Civilian: Other Overtime,25490,1,Adopted,25490
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS12,VICE/NARCOTICS,Expense,Sworn Overtime,51213,Sworn: Holiday Overtime,17470,1,Adopted,17470
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,P46000 , DEEMED APPROVED ALCOHOL CONTRO,PS13,SPECIAL OPERATIONS,Expense,Sworn Overtime,51213,Sworn: Holiday Overtime,2750,1,Adopted,2750
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Sworn Overtime,51213,Sworn: Holiday Overtime,14160,1,Adopted,14160
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS11,PATROL AREA 1,Expense,Sworn Overtime,51214,Sworn: Overtime,1083300,1,Adopted,1083300
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Sworn Overtime,51214,Sworn: Overtime,-794460,1,Adopted,-794460
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Sworn Overtime,51228,Overtime: Canine Handlers,13100,1,Adopted,13100
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Allowances & Premiums,51315,Allowance: Canine,1200,1,Adopted,1200
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,C82620 , COLISEUM,PS11,PATROL AREA 1,Expense,Allowances & Premiums,51317,Allowance: Uniform,3200,1,Adopted,3200
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,P233210 , CENTRAL  CITY EAST REPAYMENT AGREEMENT,PS11,PATROL AREA 1,Expense,Allowances & Premiums,51317,Allowance: Uniform,2400,1,Adopted,2400
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS11,PATROL AREA 1,Expense,Allowances & Premiums,51317,Allowance: Uniform,800,1,Adopted,800
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,C00800 , CENTRAL DISTRICT PLANNING,PS11,PATROL AREA 1,Expense,Allowances & Premiums,51317,Allowance: Uniform,800,1,Adopted,800
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS12,VICE/NARCOTICS,Expense,Allowances & Premiums,51317,Allowance: Uniform,800,1,Adopted,800
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,P46000 , DEEMED APPROVED ALCOHOL CONTRO,PS13,SPECIAL OPERATIONS,Expense,Allowances & Premiums,51317,Allowance: Uniform,1600,1,Adopted,1600
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Allowances & Premiums,51317,Allowance: Uniform,10400,1,Adopted,10400
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,P233210 , CENTRAL  CITY EAST REPAYMENT AGREEMENT,PS11,PATROL AREA 1,Expense,Allowances & Premiums,51411,Shift Pay,12447,1,Adopted,12447
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS11,PATROL AREA 1,Expense,Allowances & Premiums,51411,Shift Pay,6437,1,Adopted,6437
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,C82620 , COLISEUM,PS11,PATROL AREA 1,Expense,Allowances & Premiums,51411,Shift Pay,7287,1,Adopted,7287
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Allowances & Premiums,51411,Shift Pay,37366,1,Adopted,37366
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,P46000 , DEEMED APPROVED ALCOHOL CONTRO,PS13,SPECIAL OPERATIONS,Expense,Allowances & Premiums,51411,Shift Pay,7287,1,Adopted,7287
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,C82620 , COLISEUM,PS11,PATROL AREA 1,Expense,Allowances & Premiums,51414,Sworn: Education,17685,1,Adopted,17685
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,C00800 , CENTRAL DISTRICT PLANNING,PS11,PATROL AREA 1,Expense,Allowances & Premiums,51414,Sworn: Education,4548,1,Adopted,4548
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,P233210 , CENTRAL  CITY EAST REPAYMENT AGREEMENT,PS11,PATROL AREA 1,Expense,Allowances & Premiums,51414,Sworn: Education,2987,1,Adopted,2987
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,PS13,SPECIAL OPERATIONS,Expense,Allowances & Premiums,51414,Sworn: Education,48041,1,Adopted,48041
FY14-15,Police,Police Department,107710, Special Operations,1010,General Fund: General Purpose,P46000 , DEEMED APPROVED ALCOHOL CONTRO,PS13,SPECIAL OPERATIONS,Expense,Allowances & Premiums,51414,Sworn: Education,6063,1,Adopted,6063
