Fiscal Year Range,Account Type,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Category,Account Code,Account Description,Amount,Budget Type,Budget Name,Amount as number
FY15-16,Expense,Human Services,Human Services,78361,CSBG - Admin,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Travel & Education,55113,Meals,750,3,Proposed,750
FY15-16,Expense,Human Services,Human Services,78361,CSBG - Admin,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Travel & Education,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",750,3,Proposed,750
FY15-16,Expense,Human Services,Human Services,78361,CSBG - Admin,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Travel & Education,55212,Registration and Tuition,750,3,Proposed,750
FY15-16,Expense,Human Services,Human Services,78361,CSBG - Admin,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Salaries,51111,Civilian: Regular,38704,3,Proposed,38704
FY15-16,Expense,Human Services,Human Services,78361,CSBG - Admin,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Retirement,51611,Civilian: Retirement Accrual,16536,3,Proposed,16536
FY15-16,Expense,Human Services,Human Services,78361,CSBG - Admin,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,31555,3,Proposed,31555
FY15-16,Expense,Human Services,Human Services,78361,CSBG - Admin,1010,General Fund: General Purpose,A446310,EXPND 211 HLP PHONE,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Services & Supplies,53311,City Promotion,100000,3,Proposed,100000
FY15-16,Expense,Human Services,Human Services,78361,CSBG - Admin,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Contract Services,54111,Accounting and Auditing Services,11000,3,Proposed,11000
FY15-16,Expense,Human Services,Human Services,78361,CSBG - Admin,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Services & Supplies,52211,Stationery and Office Supplies,500,3,Proposed,500
FY15-16,Expense,Human Services,Human Services,78361,CSBG - Admin,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,19533,3,Proposed,19533
FY15-16,Expense,Human Services,Human Services,78361,CSBG - Admin,2128,Department of Health and Human Services,G484910,FY1516 CSBG OACP - ADMIN,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Salaries,51111,Civilian: Regular,33511,3,Proposed,33511
FY15-16,Expense,Human Services,Human Services,78361,CSBG - Admin,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Services & Supplies,53611,Postage and Mailing,100,3,Proposed,100
FY15-16,Expense,Human Services,Human Services,78361,CSBG - Admin,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Services & Supplies,52911,Bottled Water and Food for Human Consumption,1250,3,Proposed,1250
FY15-16,Expense,Human Services,Human Services,78361,CSBG - Admin,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Salaries,51511,Civilian: Paid Leave Charge,11496,3,Proposed,11496
FY15-16,Expense,Human Services,Human Services,78361,CSBG - Admin,2128,Department of Health and Human Services,G484910,FY1516 CSBG OACP - ADMIN,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Retirement,51611,Civilian: Retirement Accrual,14317,3,Proposed,14317
FY15-16,Expense,Human Services,Human Services,78361,CSBG - Admin,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,12111,3,Proposed,12111
FY15-16,Expense,Human Services,Human Services,78361,CSBG - Admin,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Salaries,51428,Premium: Bilingual,1170,3,Proposed,1170
FY15-16,Expense,Human Services,Human Services,78361,CSBG - Admin,2128,Department of Health and Human Services,G484910,FY1516 CSBG OACP - ADMIN,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Salaries,51313,"Allowance: Auto Flat (1, 2, Partially 3)",825,3,Proposed,825
FY15-16,Expense,Human Services,Human Services,78361,CSBG - Admin,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Travel & Education,55112,Commercial Transportation,750,3,Proposed,750
FY15-16,Expense,Human Services,Human Services,78361,CSBG - Admin,2128,Department of Health and Human Services,G484910,FY1516 CSBG OACP - ADMIN,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Salaries,51511,Civilian: Paid Leave Charge,9953,3,Proposed,9953
FY15-16,Expense,Human Services,Human Services,78362,CSBG - Programs,2128,Department of Health and Human Services,G484910,FY1516 CSBG OACP - ADMIN,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Salaries,51111,Civilian: Regular,33511,3,Proposed,33511
FY15-16,Expense,Human Services,Human Services,78362,CSBG - Programs,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Services & Supplies,52911,Bottled Water and Food for Human Consumption,2500,3,Proposed,2500
FY15-16,Expense,Human Services,Human Services,78362,CSBG - Programs,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Services & Supplies,52211,Stationery and Office Supplies,1000,3,Proposed,1000
FY15-16,Expense,Human Services,Human Services,78362,CSBG - Programs,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Travel & Education,55212,Registration and Tuition,1500,3,Proposed,1500
FY15-16,Expense,Human Services,Human Services,78362,CSBG - Programs,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Salaries,51111,Civilian: Regular,92894,3,Proposed,92894
FY15-16,Expense,Human Services,Human Services,78362,CSBG - Programs,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,46881,3,Proposed,46881
FY15-16,Expense,Human Services,Human Services,78362,CSBG - Programs,2128,Department of Health and Human Services,G484910,FY1516 CSBG OACP - ADMIN,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Salaries,51313,"Allowance: Auto Flat (1, 2, Partially 3)",825,3,Proposed,825
FY15-16,Expense,Human Services,Human Services,78362,CSBG - Programs,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Services & Supplies,53611,Postage and Mailing,200,3,Proposed,200
FY15-16,Expense,Human Services,Human Services,78362,CSBG - Programs,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,55234,3,Proposed,55234
FY15-16,Expense,Human Services,Human Services,78362,CSBG - Programs,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Travel & Education,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",15000,3,Proposed,15000
FY15-16,Expense,Human Services,Human Services,78362,CSBG - Programs,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Salaries,51511,Civilian: Paid Leave Charge,27591,3,Proposed,27591
FY15-16,Expense,Human Services,Human Services,78362,CSBG - Programs,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Travel & Education,55112,Commercial Transportation,1500,3,Proposed,1500
FY15-16,Revenue,Human Services,Human Services,78362,CSBG - Programs,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Grants & Subsidies,46122,City Oakland Grant: Community Services Block Grant,1241775,3,Proposed,1241775
FY15-16,Expense,Human Services,Human Services,78362,CSBG - Programs,2128,Department of Health and Human Services,G484910,FY1516 CSBG OACP - ADMIN,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,16912,3,Proposed,16912
FY15-16,Expense,Human Services,Human Services,78362,CSBG - Programs,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Travel & Education,55113,Meals,1500,3,Proposed,1500
FY15-16,Expense,Human Services,Human Services,78362,CSBG - Programs,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,21199,3,Proposed,21199
FY15-16,Expense,Human Services,Human Services,78362,CSBG - Programs,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Retirement,51611,Civilian: Retirement Accrual,39688,3,Proposed,39688
FY15-16,Expense,Human Services,Human Services,78362,CSBG - Programs,2128,Department of Health and Human Services,G484910,FY1516 CSBG OACP - ADMIN,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Salaries,51511,Civilian: Paid Leave Charge,9953,3,Proposed,9953
FY15-16,Revenue,Human Services,Human Services,78362,CSBG - Programs,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Interfund Transfers,49212,Operating Transfers: Other,55234,3,Proposed,55234
FY15-16,Expense,Human Services,Human Services,78362,CSBG - Programs,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Internal Services & Work Orders,56611,Work Order Expenditures,44553,3,Proposed,44553
FY15-16,Expense,Human Services,Human Services,78362,CSBG - Programs,2128,Department of Health and Human Services,G484910,FY1516 CSBG OACP - ADMIN,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Retirement,51611,Civilian: Retirement Accrual,14317,3,Proposed,14317
FY15-16,Expense,Human Services,Human Services,78362,CSBG - Programs,2128,Department of Health and Human Services,G464010,CSBG-OCAP ADMIN FY14-15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Contract Services,54912,Third Party: Grant Contracts Earned,696414,3,Proposed,696414
FY15-16,Revenue,Human Services,Human Services,78411,Community Housing Services,2160,County of Alameda: Grants,H80610,MULTI SERV CTR ALA CTY GRANT,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Grants & Subsidies,46319,County Grant: Miscellaneous Alameda County Grants,250000,3,Proposed,250000
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,2108,HUD-CDBG,G05650,OCD ADMINISTRATION,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Salaries,51313,"Allowance: Auto Flat (1, 2, Partially 3)",1271,3,Proposed,1271
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,G462980,SHP/OHYHC 2013,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Contract Services,54916,Services: Support,332273,3,Proposed,332273
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,G462980,SHP/OHYHC 2013,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Salaries,51111,Civilian: Regular,7380,3,Proposed,7380
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,G463050,HESG 2013 FY 14/15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Services & Supplies,52211,Stationery and Office Supplies,1477,3,Proposed,1477
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,G463050,HESG 2013 FY 14/15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Salaries,51111,Civilian: Regular,15754,3,Proposed,15754
FY15-16,Revenue,Human Services,Human Services,78411,Community Housing Services,2160,County of Alameda: Grants,G463150,OABTWS FY 14/15 ALA,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Grants & Subsidies,46319,County Grant: Miscellaneous Alameda County Grants,139243,3,Proposed,139243
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,0000000,UNDETERMINED PROJECT,1TYM,ONE-TIME REV & EXP APPROPRIATIONS,Contributions to Fund Balances,59314,Operating Transfers Out: Contributions to Fund Balance (Budget Only),12884,3,Proposed,12884
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,2160,County of Alameda: Grants,H80610,MULTI SERV CTR ALA CTY GRANT,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,291,3,Proposed,291
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,G462985,SHP/FIT/SS-THP 2013,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Contract Services,54926,Support: Operations,80811,3,Proposed,80811
FY15-16,Revenue,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,G463050,HESG 2013 FY 14/15,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Interfund Transfers,49212,Operating Transfers: Other,6884,3,Proposed,6884
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,17069,3,Proposed,17069
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,2160,County of Alameda: Grants,H80610,MULTI SERV CTR ALA CTY GRANT,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,877,3,Proposed,877
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,2108,HUD-CDBG,G05650,OCD ADMINISTRATION,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Salaries,51511,Civilian: Paid Leave Charge,71889,3,Proposed,71889
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,G462970,SHP/HFSN 2013,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Internal Services & Work Orders,56611,Work Order Expenditures,5110,3,Proposed,5110
FY15-16,Revenue,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,G462985,SHP/FIT/SS-THP 2013,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Grants & Subsidies,46120,City Oakland Grant: Housing Development Action,249815,3,Proposed,249815
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,2160,County of Alameda: Grants,H80610,MULTI SERV CTR ALA CTY GRANT,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Contract Services,54912,Third Party: Grant Contracts Earned,238544,3,Proposed,238544
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,2108,HUD-CDBG,G05650,OCD ADMINISTRATION,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Travel & Education,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",3778,3,Proposed,3778
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,G462120,HOPWA 2014 AIDS,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Project Offsets & Carryforwards,78811,Budget Only: Prior  Year Allocation Offset Project Total,-76145,3,Proposed,-76145
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,G462970,SHP/HFSN 2013,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Contract Services,54920,Contractor's Administration,43456,3,Proposed,43456
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,G462970,SHP/HFSN 2013,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Retirement,51611,Civilian: Retirement Accrual,7094,3,Proposed,7094
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,G462980,SHP/OHYHC 2013,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Retirement,51611,Civilian: Retirement Accrual,3153,3,Proposed,3153
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Salaries,51313,"Allowance: Auto Flat (1, 2, Partially 3)",380,3,Proposed,380
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,2160,County of Alameda: Grants,H80610,MULTI SERV CTR ALA CTY GRANT,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Services & Supplies,52211,Stationery and Office Supplies,336,3,Proposed,336
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,2108,HUD-CDBG,G05650,OCD ADMINISTRATION,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Internal Services & Work Orders,56124,City Contract Compliance Dept-Purchasing Services,4080,3,Proposed,4080
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,G462960,SHP/MCTHP 2013,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Civilian Retirement,51611,Civilian: Retirement Accrual,721,3,Proposed,721
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,2103,HUD-ESG/SHP/HOPWA,G462980,SHP/OHYHC 2013,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Contract Services,54926,Support: Operations,227000,3,Proposed,227000
FY15-16,Expense,Human Services,Human Services,78411,Community Housing Services,2108,HUD-CDBG,G05650,OCD ADMINISTRATION,SC22,FOSTERING SAFE AND HEALTHY COMMUNITIES,Internal Services & Work Orders,56123,City Accounting Services,510,3,Proposed,510
