Fiscal Year Range,Account Type,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Code,Account Description,Account Category,Amount,Budget Type,Budget Name,Amount as number
FY16-17,Expense,Public Library,Library,61337,Rockridge Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,93057,1,Adopted,93057
FY16-17,Expense,Public Library,Library,61337,Rockridge Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51627,Retirement Contributions,Civilian Retirement,3156,1,Adopted,3156
FY16-17,Expense,Non-Departmental,Non-Departmental,90591,City,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP51,FISCAL MANAGEMENT,53719,Miscellaneous Services,Services & Supplies,1000000,1,Adopted,1000000
FY16-17,Expense,Public Library,Library,61337,Rockridge Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,54620,Maintenance and Security,Contract Services,15600,1,Adopted,15600
FY16-17,Expense,Public Library,Library,61338,Temescal Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,44295,1,Adopted,44295
FY16-17,Expense,Public Library,Library,61338,Temescal Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51421,Incentive and Special,Allowances & Premiums,2437,1,Adopted,2437
FY16-17,Expense,Public Library,Library,61338,Temescal Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51428,Premium: Bilingual,Allowances & Premiums,1170,1,Adopted,1170
FY16-17,Expense,Public Library,Library,61338,Temescal Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,13156,1,Adopted,13156
FY16-17,Expense,Public Library,Library,61338,Temescal Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,20338,1,Adopted,20338
FY16-17,Expense,Public Library,Library,61338,Temescal Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,22354,1,Adopted,22354
FY16-17,Expense,Public Library,Library,61338,Temescal Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,245348,1,Adopted,245348
FY16-17,Expense,Public Library,Library,61338,Temescal Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51122,Temporary: Regular Part Time,Civilian Salaries,45984,1,Adopted,45984
FY16-17,Expense,Public Library,Library,61338,Temescal Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51425,Health and Welfare Benefits,Allowances & Premiums,5487,1,Adopted,5487
FY16-17,Expense,Public Library,Library,61338,Temescal Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,74457,1,Adopted,74457
FY16-17,Expense,Public Library,Library,61338,Temescal Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,112651,1,Adopted,112651
FY16-17,Expense,Public Library,Library,61338,Temescal Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,126887,1,Adopted,126887
FY16-17,Expense,Public Library,Library,61338,Temescal Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51627,Retirement Contributions,Civilian Retirement,1784,1,Adopted,1784
FY16-17,Expense,Public Library,Library,61339,District I Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,141727,1,Adopted,141727
FY16-17,Expense,Public Library,Library,61339,District I Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,1650,1,Adopted,1650
FY16-17,Expense,Public Library,Library,61339,District I Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51421,Incentive and Special,Allowances & Premiums,2437,1,Adopted,2437
FY16-17,Expense,Public Library,Library,61339,District I Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51428,Premium: Bilingual,Allowances & Premiums,1170,1,Adopted,1170
FY16-17,Expense,Public Library,Library,61339,District I Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,42096,1,Adopted,42096
FY16-17,Expense,Public Library,Library,61339,District I Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,65074,1,Adopted,65074
FY16-17,Expense,Public Library,Library,61339,District I Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,71525,1,Adopted,71525
FY16-17,Expense,Public Library,Library,61339,District I Administration,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,51111,Civilian: Regular,Civilian Salaries,54153,1,Adopted,54153
FY16-17,Expense,Public Library,Library,61339,District I Administration,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,123086,1,Adopted,123086
FY16-17,Expense,Public Library,Library,61339,District I Administration,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51122,Temporary: Regular Part Time,Civilian Salaries,57682,1,Adopted,57682
FY16-17,Expense,Public Library,Library,61339,District I Administration,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51425,Health and Welfare Benefits,Allowances & Premiums,8190,1,Adopted,8190
FY16-17,Expense,Public Library,Library,61339,District I Administration,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51428,Premium: Bilingual,Allowances & Premiums,4680,1,Adopted,4680
FY16-17,Expense,Public Library,Library,61339,District I Administration,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,38545,1,Adopted,38545
FY16-17,Expense,Public Library,Library,61339,District I Administration,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,51511,Civilian: Paid Leave Charge,Civilian Salaries,16084,1,Adopted,16084
FY16-17,Expense,Public Library,Library,61339,District I Administration,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,51611,Civilian: Retirement Accrual,Civilian Retirement,24864,1,Adopted,24864
FY16-17,Expense,Public Library,Library,61339,District I Administration,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,56514,1,Adopted,56514
FY16-17,Expense,Public Library,Library,61339,District I Administration,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,65967,1,Adopted,65967
FY16-17,Expense,Public Library,Library,61339,District I Administration,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,27329,1,Adopted,27329
FY16-17,Expense,Public Library,Library,61339,District I Administration,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51627,Retirement Contributions,Civilian Retirement,2238,1,Adopted,2238
FY16-17,Expense,Public Library,Library,61339,District I Administration,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,52629,"Supplies: Misc. Athletic, Craft, and Cultural",Services & Supplies,255660,1,Adopted,255660
FY16-17,Expense,Public Library,Library,61341,Asian Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,101303,1,Adopted,101303
FY16-17,Expense,Public Library,Library,61341,Asian Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51122,Temporary: Regular Part Time,Civilian Salaries,40556,1,Adopted,40556
FY16-17,Expense,Public Library,Library,61341,Asian Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51421,Incentive and Special,Allowances & Premiums,2437,1,Adopted,2437
FY16-17,Expense,Public Library,Library,61341,Asian Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51425,Health and Welfare Benefits,Allowances & Premiums,2989,1,Adopted,2989
FY16-17,Expense,Public Library,Library,61341,Asian Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51428,Premium: Bilingual,Allowances & Premiums,5850,1,Adopted,5850
FY16-17,Expense,Public Library,Library,61341,Asian Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,31485,1,Adopted,31485
FY16-17,Expense,Public Library,Library,61341,Asian Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,46513,1,Adopted,46513
FY16-17,Expense,Public Library,Library,61341,Asian Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,53830,1,Adopted,53830
FY16-17,Expense,Public Library,Library,61341,Asian Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51627,Retirement Contributions,Civilian Retirement,1573,1,Adopted,1573
FY16-17,Expense,Public Library,Library,61341,Asian Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,51111,Civilian: Regular,Civilian Salaries,47699,1,Adopted,47699
FY16-17,Expense,Public Library,Library,61341,Asian Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,172912,1,Adopted,172912
FY16-17,Expense,Public Library,Library,61341,Asian Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51122,Temporary: Regular Part Time,Civilian Salaries,119182,1,Adopted,119182
FY16-17,Expense,Public Library,Library,61341,Asian Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51425,Health and Welfare Benefits,Allowances & Premiums,14825,1,Adopted,14825
FY16-17,Expense,Public Library,Library,61341,Asian Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51428,Premium: Bilingual,Allowances & Premiums,8190,1,Adopted,8190
FY16-17,Expense,Public Library,Library,61341,Asian Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,51511,Civilian: Paid Leave Charge,Civilian Salaries,14168,1,Adopted,14168
FY16-17,Expense,Public Library,Library,61341,Asian Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,55463,1,Adopted,55463
FY16-17,Expense,Public Library,Library,61341,Asian Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,51611,Civilian: Retirement Accrual,Civilian Retirement,21901,1,Adopted,21901
FY16-17,Expense,Public Library,Library,61341,Asian Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,79391,1,Adopted,79391
FY16-17,Expense,Public Library,Library,61341,Asian Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB37,LIBRARY SYSTEMWIDE SUPPORT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,24073,1,Adopted,24073
FY16-17,Expense,Public Library,Library,61341,Asian Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,95216,1,Adopted,95216
FY16-17,Expense,Public Library,Library,61341,Asian Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51627,Retirement Contributions,Civilian Retirement,4624,1,Adopted,4624
FY16-17,Expense,Public Library,Library,61343,Golden Gate Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,91994,1,Adopted,91994
FY16-17,Expense,Public Library,Library,61343,Golden Gate Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51122,Temporary: Regular Part Time,Civilian Salaries,11799,1,Adopted,11799
FY16-17,Expense,Public Library,Library,61343,Golden Gate Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51421,Incentive and Special,Allowances & Premiums,2437,1,Adopted,2437
FY16-17,Expense,Public Library,Library,61343,Golden Gate Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51425,Health and Welfare Benefits,Allowances & Premiums,1474,1,Adopted,1474
FY16-17,Expense,Public Library,Library,61343,Golden Gate Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,27730,1,Adopted,27730
FY16-17,Expense,Public Library,Library,61343,Golden Gate Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,42239,1,Adopted,42239
FY16-17,Expense,Public Library,Library,61343,Golden Gate Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,47214,1,Adopted,47214
FY16-17,Expense,Public Library,Library,61343,Golden Gate Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51627,Retirement Contributions,Civilian Retirement,458,1,Adopted,458
FY16-17,Expense,Public Library,Library,61343,Golden Gate Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,73521,1,Adopted,73521
FY16-17,Expense,Public Library,Library,61343,Golden Gate Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51122,Temporary: Regular Part Time,Civilian Salaries,21838,1,Adopted,21838
FY16-17,Expense,Public Library,Library,61343,Golden Gate Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51425,Health and Welfare Benefits,Allowances & Premiums,4750,1,Adopted,4750
FY16-17,Expense,Public Library,Library,61343,Golden Gate Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51428,Premium: Bilingual,Allowances & Premiums,1170,1,Adopted,1170
FY16-17,Expense,Public Library,Library,61343,Golden Gate Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,22590,1,Adopted,22590
FY16-17,Expense,Public Library,Library,61343,Golden Gate Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,33757,1,Adopted,33757
FY16-17,Expense,Public Library,Library,61343,Golden Gate Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,38561,1,Adopted,38561
FY16-17,Expense,Public Library,Library,61343,Golden Gate Branch,2241,Measure Q-Library Services Retention & Enhancement,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51627,Retirement Contributions,Civilian Retirement,847,1,Adopted,847
FY16-17,Expense,Public Library,Library,61344,Lakeview Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,149002,1,Adopted,149002
FY16-17,Expense,Public Library,Library,61344,Lakeview Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51122,Temporary: Regular Part Time,Civilian Salaries,32337,1,Adopted,32337
FY16-17,Expense,Public Library,Library,61344,Lakeview Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51421,Incentive and Special,Allowances & Premiums,2437,1,Adopted,2437
FY16-17,Expense,Public Library,Library,61344,Lakeview Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51425,Health and Welfare Benefits,Allowances & Premiums,3112,1,Adopted,3112
FY16-17,Expense,Public Library,Library,61344,Lakeview Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51428,Premium: Bilingual,Allowances & Premiums,2340,1,Adopted,2340
FY16-17,Expense,Public Library,Library,61344,Lakeview Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,45370,1,Adopted,45370
FY16-17,Expense,Public Library,Library,61344,Lakeview Branch,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,68414,1,Adopted,68414
