Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Type,Account Category,Account Code,Account Description,Amount,Budget Type,Budget Name,Amount as number
FY13-14,Community Services,Parks & Recreation,502230, Area One: Recreation Center Supervision,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Contract Services,54011,Contract Contingencies (Budgetary Only),9500,1,Adopted,9500
FY13-14,Community Services,Parks & Recreation,502230, Area One: Recreation Center Supervision,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Internal Services & Work Orders,56113,Facilities: General Support,1799379,1,Adopted,1799379
FY13-14,Community Services,Parks & Recreation,502231, Bushrod Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51111,Civilian: Regular,47936,1,Adopted,47936
FY13-14,Community Services,Parks & Recreation,502231, Bushrod Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB04,COMPETITIVE SPORTS,Expense,Civilian Salaries,51111,Civilian: Regular,20241,1,Adopted,20241
FY13-14,Community Services,Parks & Recreation,502231, Bushrod Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,13246,1,Adopted,13246
FY13-14,Community Services,Parks & Recreation,502231, Bushrod Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB04,COMPETITIVE SPORTS,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,5593,1,Adopted,5593
FY13-14,Community Services,Parks & Recreation,502231, Bushrod Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,16703,1,Adopted,16703
FY13-14,Community Services,Parks & Recreation,502231, Bushrod Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB04,COMPETITIVE SPORTS,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,7053,1,Adopted,7053
FY13-14,Community Services,Parks & Recreation,502231, Bushrod Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,22851,1,Adopted,22851
FY13-14,Community Services,Parks & Recreation,502231, Bushrod Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB04,COMPETITIVE SPORTS,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,9649,1,Adopted,9649
FY13-14,Community Services,Parks & Recreation,502231, Bushrod Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52211,Stationery and Office Supplies,115,1,Adopted,115
FY13-14,Community Services,Parks & Recreation,502231, Bushrod Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52611,Supplies: Athletic,685,1,Adopted,685
FY13-14,Community Services,Parks & Recreation,502231, Bushrod Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52911,Bottled Water and Food for Human Consumption,700,1,Adopted,700
FY13-14,Community Services,Parks & Recreation,502231, Bushrod Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52919,Supplies: Miscellaneous and Commodities,375,1,Adopted,375
FY13-14,Community Services,Parks & Recreation,502231, Bushrod Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P183210 , BUSHROD REC CTR MAIN,NB03,"RECREATION, CULTURAL CIVIC",Revenue,Service Charges,45239,Parks & Rec Fee: Miscellaneous,64960,1,Adopted,64960
FY13-14,Community Services,Parks & Recreation,502231, Bushrod Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51122,Temporary: Regular Part Time,13447,1,Adopted,13447
FY13-14,Community Services,Parks & Recreation,502231, Bushrod Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Allowances & Premiums,51425,Health and Welfare Benefits,3489,1,Adopted,3489
FY13-14,Community Services,Parks & Recreation,502231, Bushrod Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,1042,1,Adopted,1042
FY13-14,Community Services,Parks & Recreation,502231, Bushrod Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Retirement,51627,Retirement Contributions,504,1,Adopted,504
FY13-14,Community Services,Parks & Recreation,502231, Bushrod Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P183210 , BUSHROD REC CTR MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52629,"Supplies: Misc. Athletic, Craft, and Cultural",2035,1,Adopted,2035
FY13-14,Community Services,Parks & Recreation,502231, Bushrod Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P183210 , BUSHROD REC CTR MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52911,Bottled Water and Food for Human Consumption,500,1,Adopted,500
FY13-14,Community Services,Parks & Recreation,502231, Bushrod Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P183210 , BUSHROD REC CTR MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52919,Supplies: Miscellaneous and Commodities,200,1,Adopted,200
FY13-14,Community Services,Parks & Recreation,502231, Bushrod Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P183210 , BUSHROD REC CTR MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,53219,Rental: Miscellaneous,600,1,Adopted,600
FY13-14,Community Services,Parks & Recreation,502231, Bushrod Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P183210 , BUSHROD REC CTR MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Travel & Education,55111,Non-City Vehicle Rentals,177,1,Adopted,177
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51111,Civilian: Regular,69244,1,Adopted,69244
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,19134,1,Adopted,19134
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,24128,1,Adopted,24128
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,33009,1,Adopted,33009
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52211,Stationery and Office Supplies,1185,1,Adopted,1185
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52911,Bottled Water and Food for Human Consumption,490,1,Adopted,490
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52919,Supplies: Miscellaneous and Commodities,200,1,Adopted,200
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P53510 , DEFREMERY MAIN,NB03,"RECREATION, CULTURAL CIVIC",Revenue,Service Charges,44329,Facility Rentals: Miscellaneous,20807,1,Adopted,20807
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P53510 , DEFREMERY MAIN,NB03,"RECREATION, CULTURAL CIVIC",Revenue,Service Charges,45239,Parks & Rec Fee: Miscellaneous,35030,1,Adopted,35030
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P53510 , DEFREMERY MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51122,Temporary: Regular Part Time,1867,1,Adopted,1867
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51122,Temporary: Regular Part Time,50559,1,Adopted,50559
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P53510 , DEFREMERY MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Allowances & Premiums,51425,Health and Welfare Benefits,3489,1,Adopted,3489
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Allowances & Premiums,51425,Health and Welfare Benefits,3489,1,Adopted,3489
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,3918,1,Adopted,3918
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P53510 , DEFREMERY MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,145,1,Adopted,145
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Retirement,51627,Retirement Contributions,1896,1,Adopted,1896
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P53510 , DEFREMERY MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Retirement,51627,Retirement Contributions,70,1,Adopted,70
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P53510 , DEFREMERY MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52211,Stationery and Office Supplies,65,1,Adopted,65
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P53510 , DEFREMERY MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52212,"Minor Furniture and Office Equipment (No Asset Number, Not Capitalized)",909,1,Adopted,909
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P52511 , MONTCLAIR MAIN,CE05,CULTURAL ARTS,Expense,Services & Supplies,52629,"Supplies: Misc. Athletic, Craft, and Cultural",200,1,Adopted,200
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P53510 , DEFREMERY MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52629,"Supplies: Misc. Athletic, Craft, and Cultural",3230,1,Adopted,3230
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P53510 , DEFREMERY MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52911,Bottled Water and Food for Human Consumption,2900,1,Adopted,2900
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P53510 , DEFREMERY MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52912,Clothing,50,1,Adopted,50
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P52511 , MONTCLAIR MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52916,Administration For Field Trips,7000,1,Adopted,7000
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P53510 , DEFREMERY MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52916,Administration For Field Trips,5236,1,Adopted,5236
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P53510 , DEFREMERY MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52919,Supplies: Miscellaneous and Commodities,800,1,Adopted,800
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P53510 , DEFREMERY MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Contract Services,54711,Printing and Duplicating Services,50,1,Adopted,50
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P53510 , DEFREMERY MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Travel & Education,55111,Non-City Vehicle Rentals,1377,1,Adopted,1377
FY13-14,Community Services,Parks & Recreation,502232, Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P52511 , MONTCLAIR MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Travel & Education,55112,Commercial Transportation,200,1,Adopted,200
FY13-14,Community Services,Parks & Recreation,502233, Golden Gate Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51111,Civilian: Regular,42179,1,Adopted,42179
FY13-14,Community Services,Parks & Recreation,502233, Golden Gate Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,11655,1,Adopted,11655
FY13-14,Community Services,Parks & Recreation,502233, Golden Gate Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,14697,1,Adopted,14697
FY13-14,Community Services,Parks & Recreation,502233, Golden Gate Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,20107,1,Adopted,20107
FY13-14,Community Services,Parks & Recreation,502233, Golden Gate Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52911,Bottled Water and Food for Human Consumption,1329,1,Adopted,1329
FY13-14,Community Services,Parks & Recreation,502233, Golden Gate Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52919,Supplies: Miscellaneous and Commodities,50,1,Adopted,50
FY13-14,Community Services,Parks & Recreation,502233, Golden Gate Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Travel & Education,55111,Non-City Vehicle Rentals,621,1,Adopted,621
FY13-14,Community Services,Parks & Recreation,502233, Golden Gate Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P83610 , GOLDEN GATE REC CTR MAIN,NB03,"RECREATION, CULTURAL CIVIC",Revenue,Service Charges,45239,Parks & Rec Fee: Miscellaneous,10469,1,Adopted,10469
FY13-14,Community Services,Parks & Recreation,502233, Golden Gate Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P83610 , GOLDEN GATE REC CTR MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51122,Temporary: Regular Part Time,6972,1,Adopted,6972
FY13-14,Community Services,Parks & Recreation,502233, Golden Gate Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P83610 , GOLDEN GATE REC CTR MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,541,1,Adopted,541
FY13-14,Community Services,Parks & Recreation,502233, Golden Gate Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P83610 , GOLDEN GATE REC CTR MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Retirement,51627,Retirement Contributions,261,1,Adopted,261
FY13-14,Community Services,Parks & Recreation,502233, Golden Gate Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P83610 , GOLDEN GATE REC CTR MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Services & Supplies,52911,Bottled Water and Food for Human Consumption,300,1,Adopted,300
FY13-14,Community Services,Parks & Recreation,502233, Golden Gate Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,P83610 , GOLDEN GATE REC CTR MAIN,NB03,"RECREATION, CULTURAL CIVIC",Expense,Travel & Education,55111,Non-City Vehicle Rentals,1677,1,Adopted,1677
FY13-14,Community Services,Parks & Recreation,502234, Lincoln Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51111,Civilian: Regular,75457,1,Adopted,75457
FY13-14,Community Services,Parks & Recreation,502234, Lincoln Recreation Center,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,NB03,"RECREATION, CULTURAL CIVIC",Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,20851,1,Adopted,20851
