Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Program Code,Program Description,Account Type,Account Code,Account Category,Account Description,Amount,Amount as number,Budget Type,Budget Name
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,53212,Services & Supplies,Rental: Equipment (Other Than Office Equipment),2000,2000,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,56411,Internal Services & Work Orders,City Vehicle Rentals,994372,994372,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,56312,Internal Services & Work Orders,Duplicating,570,570,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,52311,Services & Supplies,Maintenance Supplies,57830,57830,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51414,Sworn Salaries,Sworn: Education,704,704,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,56124,Internal Services & Work Orders,City Contract Compliance Dept-Purchasing Services,2808,2808,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,54629,Contract Services,Other Costs Services,25540,25540,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51212,Civilian Salaries,Civilian: Other Overtime,400000,400000,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51111,Civilian Salaries,Civilian: Regular,2767420,2767420,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,1319244,1319244,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,57611,Equipment/vehicles,Vehicle: Additions (Fixed Asset Number Mandatory),600000,600000,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,55212,Operation & Maintenance,Registration and Tuition,3000,3000,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,55112,Operation & Maintenance,Commercial Transportation,80,80,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,52211,Services & Supplies,Stationery and Office Supplies,12920,12920,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51413,Sworn Salaries,Standby Pay,36292,36292,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,52213,Services & Supplies,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",8000,8000,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,57511,"Land, buildings, infrastructure, furniture",Furniture and Equipment: Additions (Fixed Asset Number Mandatory),10000,10000,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,55119,Operation & Maintenance,"Miscellaneous Travel Expenditures (Tips, Parking)",3100,3100,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,764696,764696,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51421,Civilian Salaries,Incentive and Special,8190,8190,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,51317,Civilian Salaries,Allowance: Uniform,800,800,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,58521,Overhead,Overhead: Departmental Cost Allocation,743170,743170,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,53219,Services & Supplies,Rental: Miscellaneous,8100,8100,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN13,SANITARY SEWER MANAGEMENT & MAINT,Revenue,45117,Service Charges,Public Works Fee: Clean-up / Board-up,25000,25000,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,58521,Overhead,Overhead: Departmental Cost Allocation,19655,19655,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,51111,Civilian Salaries,Civilian: Regular,81480,81480,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,22514,22514,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,38842,38842,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,28390,28390,3,Proposed
FY13-14,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,IN14,STORM DRAIN MANAGEMENT & MAINT,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,21028,21028,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,53116,Services & Supplies,Telephone,23800,23800,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,56113,Internal Services & Work Orders,Facilities: General Support,341002,341002,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,58521,Overhead,Overhead: Departmental Cost Allocation,130295,130295,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,52311,Services & Supplies,Maintenance Supplies,10470,10470,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,139395,139395,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,56411,Internal Services & Work Orders,City Vehicle Rentals,905399,905399,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,53219,Services & Supplies,Rental: Miscellaneous,1950,1950,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,52213,Services & Supplies,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",23020,23020,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,173460,173460,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,54930,Contract Services,Services: Professional,1000,1000,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,52212,Services & Supplies,"Minor Furniture and Office Equipment (No Asset Number, Not Capitalized)",12710,12710,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51111,Civilian Salaries,Civilian: Regular,497827,497827,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,52111,Services & Supplies,Agricultural Chemicals,1000,1000,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51212,Civilian Salaries,Civilian: Other Overtime,54000,54000,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,55119,Operation & Maintenance,"Miscellaneous Travel Expenditures (Tips, Parking)",1450,1450,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,54619,Contract Services,Repair and Maintenance: Miscellaneous,6630,6630,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,54611,Contract Services,Repair and Maintenance: Machinery and Equipment,9580,9580,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,53719,Services & Supplies,Miscellaneous Services,1010,1010,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,53119,Services & Supplies,"Miscellaneous Utilities (Steam, Heating, Fuel)",4210,4210,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,52919,Services & Supplies,Supplies: Miscellaneous and Commodities,20000,20000,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,52917,Services & Supplies,Shoe/Boot Supplemental,910,910,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,55219,Operation & Maintenance,Miscellaneous Educational Expenditures,2000,2000,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,52411,Services & Supplies,Asphalt and Quarry Supplies (Including Infield Mix and Gravel),364397,364397,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,137564,137564,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,52211,Services & Supplies,Stationery and Office Supplies,27560,27560,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,55311,Operation & Maintenance,Memberships: Employee Association Dues,1000,1000,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,56111,Internal Services & Work Orders,Special Setups,131870,131870,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,52519,Services & Supplies,Supplies: Miscellaneous Building,15760,15760,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51421,Civilian Salaries,Incentive and Special,2703,2703,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51413,Sworn Salaries,Standby Pay,3171,3171,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,52888,Services & Supplies,Fuel,6270,6270,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51313,Civilian Salaries,"Allowance: Auto Flat (1, 2, Partially 3)",1650,1650,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51428,Sworn Salaries,Premium: Bilingual,1545,1545,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51414,Sworn Salaries,Sworn: Education,2735,2735,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,237318,237318,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,IN13,SANITARY SEWER MANAGEMENT & MAINT,Revenue,45722,Service Charges,Other Svc Charges: Damages to City Property - Materials,3000,3000,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2231,State Gas Tax-Prop 42 Replacement Funds,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,56123,Internal Services & Work Orders,City Accounting Services,2198,2198,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2231,State Gas Tax-Prop 42 Replacement Funds,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,52917,Services & Supplies,Shoe/Boot Supplemental,7470,7470,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2231,State Gas Tax-Prop 42 Replacement Funds,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,191534,191534,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2231,State Gas Tax-Prop 42 Replacement Funds,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51212,Civilian Salaries,Civilian: Other Overtime,35000,35000,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2231,State Gas Tax-Prop 42 Replacement Funds,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51111,Civilian Salaries,Civilian: Regular,693134,693134,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2231,State Gas Tax-Prop 42 Replacement Funds,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,241514,241514,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2231,State Gas Tax-Prop 42 Replacement Funds,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,185957,185957,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2231,State Gas Tax-Prop 42 Replacement Funds,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,330422,330422,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2231,State Gas Tax-Prop 42 Replacement Funds,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,58521,Overhead,Overhead: Departmental Cost Allocation,173817,173817,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2231,State Gas Tax-Prop 42 Replacement Funds,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51421,Civilian Salaries,Incentive and Special,2703,2703,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2231,State Gas Tax-Prop 42 Replacement Funds,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51428,Sworn Salaries,Premium: Bilingual,2207,2207,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,3100,Sewer Service Fund,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51421,Civilian Salaries,Incentive and Special,2784,2784,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,3100,Sewer Service Fund,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51414,Sworn Salaries,Sworn: Education,1409,1409,3,Proposed
FY13-14,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,3100,Sewer Service Fund,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,159658,159658,3,Proposed
