Fiscal Year Range,Account Type,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Category,Account Code,Account Description,Amount,Budget Type,Budget Name,Amount as number
FY16-17,Revenue,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Service Charges,45418,Other Fees: Special Design Review Exemptions,284000,3,Proposed,284000
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE-DSF,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Civilian Salaries,51111,Civilian: Regular,63841,3,Proposed,63841
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Civilian Retirement,51611,Civilian: Retirement Accrual,26449,3,Proposed,26449
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Travel & Education,55212,Registration and Tuition,500,3,Proposed,500
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Civilian Salaries,51428,Premium: Bilingual,2340,3,Proposed,2340
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Services & Supplies,52919,Supplies: Miscellaneous and Commodities,500,3,Proposed,500
FY16-17,Revenue,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Service Charges,45419,Other Fees: Miscellaneous,5000,3,Proposed,5000
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Services & Supplies,52911,Bottled Water and Food for Human Consumption,500,3,Proposed,500
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE-DSF,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,32219,3,Proposed,32219
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,266844,3,Proposed,266844
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Services & Supplies,52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",4000,3,Proposed,4000
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Services & Supplies,52211,Stationery and Office Supplies,2900,3,Proposed,2900
FY16-17,Revenue,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Service Charges,45519,Sales: Miscellaneous,2000,3,Proposed,2000
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Contract Services,54722,Advertising: Classified,16244,3,Proposed,16244
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Civilian Retirement,51627,Retirement Contributions,1177,3,Proposed,1177
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Civilian Salaries,51111,Civilian: Regular,57604,3,Proposed,57604
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Civilian Overtime,51212,Civilian: Other Overtime,42450,3,Proposed,42450
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,1010,General Fund: General Purpose,P466810,REDISTRICTING PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Contract Services,54011,Contract Contingencies (Budgetary Only),16000,3,Proposed,16000
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Services & Supplies,53719,Miscellaneous Services,4025,3,Proposed,4025
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Civilian Salaries,51511,Civilian: Paid Leave Charge,17110,3,Proposed,17110
FY16-17,Revenue,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Licenses & Permits,42417,Special Permits: Tree Removal,6000,3,Proposed,6000
FY16-17,Revenue,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Licenses & Permits,42511,Planning Permit: Zoning,1425905,3,Proposed,1425905
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Civilian Salaries,51111,Civilian: Regular,898658,3,Proposed,898658
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,29071,3,Proposed,29071
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Civilian Salaries,51420,License,2070,3,Proposed,2070
FY16-17,Revenue,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Licenses & Permits,42512,Planning Permit: Subdivision,80041,3,Proposed,80041
FY16-17,Revenue,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,SC10,DEVELOPMENT REVIEW/ZONING,Service Charges,45426,Other Fees: Notification,235000,3,Proposed,235000
FY16-17,Expense,Planning & Building,Planning & Building,84229,Zoning,2415,Development Service Fund,P34050,GENERAL PLAN UPDATE-DSF,SC09,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Overhead Allocations,58522,Overhead: Central Services Cost Allocation,17827,3,Proposed,17827
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,Travel & Education,55311,Memberships: Employee Association Dues,600,3,Proposed,600
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Civilian Salaries,51511,Civilian: Paid Leave Charge,34756,3,Proposed,34756
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,Internal Services & Work Orders,56413,Pool Vehicle Usage,100000,3,Proposed,100000
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Travel & Education,55312,Memberships: City,2000,3,Proposed,2000
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Civilian Salaries,51111,Civilian: Regular,117015,3,Proposed,117015
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Travel & Education,55212,Registration and Tuition,11500,3,Proposed,11500
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Travel & Education,55112,Commercial Transportation,14849,3,Proposed,14849
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,32676,3,Proposed,32676
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Travel & Education,55311,Memberships: Employee Association Dues,3000,3,Proposed,3000
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Travel & Education,55114,Per Diem and Lodging,15000,3,Proposed,15000
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,Services & Supplies,52211,Stationery and Office Supplies,13298,3,Proposed,13298
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,Travel & Education,55212,Registration and Tuition,16500,3,Proposed,16500
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Other Expenditures and Disbursments,58714,Other Refunds,55830,3,Proposed,55830
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,Travel & Education,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",11000,3,Proposed,11000
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,Contract Services,54711,Printing and Duplicating Services,7870,3,Proposed,7870
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Services & Supplies,52919,Supplies: Miscellaneous and Commodities,1377,3,Proposed,1377
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,Internal Services & Work Orders,56411,City Vehicle Rentals,167175,3,Proposed,167175
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,Contract Services,54011,Contract Contingencies (Budgetary Only),29097,3,Proposed,29097
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Services & Supplies,53719,Miscellaneous Services,5000,3,Proposed,5000
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Civilian Salaries,51313,"Allowance: Auto Flat (1, 2, Partially 3)",4200,3,Proposed,4200
FY16-17,Revenue,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT-DSF,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Service Charges,45119,Public Works Fee: Miscellaneous,110000,3,Proposed,110000
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Travel & Education,55113,Meals,9000,3,Proposed,9000
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,Services & Supplies,52917,Shoe/Boot Supplemental,151,3,Proposed,151
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,Services & Supplies,53116,Telephone,3150,3,Proposed,3150
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Travel & Education,55211,Periodical Subscriptions,2000,3,Proposed,2000
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,Contract Services,54919,Services: Miscellaneous Contract,14650,3,Proposed,14650
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,Services & Supplies,52614,Books,17931,3,Proposed,17931
FY16-17,Revenue,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Licenses & Permits,42211,Permits: Construction,356000,3,Proposed,356000
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,IP49,DPBNP ADMINISTRATION,Other Expenditures and Disbursments,58714,Other Refunds,180000,3,Proposed,180000
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,Travel & Education,55211,Periodical Subscriptions,150,3,Proposed,150
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,59054,3,Proposed,59054
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,Services & Supplies,52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",9243,3,Proposed,9243
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Civilian Retirement,51611,Civilian: Retirement Accrual,53727,3,Proposed,53727
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS30,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Services & Supplies,52211,Stationery and Office Supplies,5798,3,Proposed,5798
FY16-17,Expense,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,Services & Supplies,52212,"Minor Furniture and Office Equipment (No Asset Number, Not Capitalized)",9000,3,Proposed,9000
FY16-17,Expense,Planning & Building,Planning & Building,84412,Admin: Building Inspection,2415,Development Service Fund,A456210,FORECLOSED REGISTRATION PROGRAM,NB31,LIVABLE NEIGHBORHOOD CODE ENFORCEMENT SERVICES,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,7950,3,Proposed,7950
FY16-17,Expense,Planning & Building,Planning & Building,84412,Admin: Building Inspection,2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT-DSF,NB31,LIVABLE NEIGHBORHOOD CODE ENFORCEMENT SERVICES,Civilian Salaries,51111,Civilian: Regular,60138,3,Proposed,60138
FY16-17,Expense,Planning & Building,Planning & Building,84412,Admin: Building Inspection,2415,Development Service Fund,P249930,PERT RECORDS MANAGEMENT,PS31,DEVELOPMENT PERMIT INSPECTIONS,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,14101,3,Proposed,14101
FY16-17,Expense,Planning & Building,Planning & Building,84412,Admin: Building Inspection,2415,Development Service Fund,P249920,PERTS TECHNOLOGY ENHNCMT & MAINT-DSF,PS31,DEVELOPMENT PERMIT INSPECTIONS,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,12970,3,Proposed,12970
FY16-17,Expense,Planning & Building,Planning & Building,84412,Admin: Building Inspection,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,57580,3,Proposed,57580
FY16-17,Expense,Planning & Building,Planning & Building,84412,Admin: Building Inspection,2415,Development Service Fund,0000000,UNDETERMINED PROJECT,PS31,DEVELOPMENT PERMIT INSPECTIONS,Civilian Salaries,51511,Civilian: Paid Leave Charge,61246,3,Proposed,61246
