Fiscal Year Range,Account Type,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Program Code,Program Description,Account Code,Account Description,Account Category,Amount as number,Budget Type,Budget Name,Amount
FY16-17,Expense,Police,Police Department,102140,"Research, Planning & Crime Analysis",1010,General Fund: General Purpose,PS11,PATROL AREA 1,51612,Sworn: Retirement Accrual,Sworn Retirement,43648,2,Adjusted,43648
FY16-17,Expense,Police,Police Department,108120,District Area 2,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51611,Civilian: Retirement Accrual,Civilian Retirement,106484,2,Adjusted,106484
FY16-17,Expense,Police,Police Department,106810,PAS Administration,1010,General Fund: General Purpose,PS07,POLICE RECORDS,51611,Civilian: Retirement Accrual,Civilian Retirement,16087,2,Adjusted,16087
FY16-17,Expense,Police,Police Department,102120,Property and Evidence,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51611,Civilian: Retirement Accrual,Civilian Retirement,128249,2,Adjusted,128249
FY16-17,Expense,Police,Police Department,102324,Felony Assault & Gang Section,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51611,Civilian: Retirement Accrual,Civilian Retirement,37523,2,Adjusted,37523
FY16-17,Expense,Police,Police Department,103310,Communications,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,51611,Civilian: Retirement Accrual,Civilian Retirement,27870,2,Adjusted,27870
FY16-17,Expense,Police,Police Department,106210,Police Personnel,1010,General Fund: General Purpose,PS14,TRAFFIC OPERATIONS,51611,Civilian: Retirement Accrual,Civilian Retirement,18761,2,Adjusted,18761
FY16-17,Expense,Police,Police Department,107410,Support Operations,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51611,Civilian: Retirement Accrual,Civilian Retirement,18761,2,Adjusted,18761
FY16-17,Expense,Police,Police Department,108710,Neighborhood Services Section 1,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,51627,Retirement Contributions,Civilian Retirement,745,2,Adjusted,745
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51911,Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement),Misc. Personnel Adjustments,-267000,2,Adjusted,-267000
FY16-17,Expense,Police,Police Department,103310,Communications,1010,General Fund: General Purpose,PS08,COMMUNICATIONS,52211,Stationery and Office Supplies,Services & Supplies,4297,2,Adjusted,4297
FY16-17,Expense,Police,Police Department,108140,District Area 4,1010,General Fund: General Purpose,PS11,PATROL AREA 1,52211,Stationery and Office Supplies,Services & Supplies,3000,2,Adjusted,3000
FY16-17,Expense,Police,Police Department,102330,Robbery & Burglary Section,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,52211,Stationery and Office Supplies,Services & Supplies,500,2,Adjusted,500
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,PS11,PATROL AREA 1,52519,Supplies: Miscellaneous Building,Services & Supplies,900,2,Adjusted,900
FY16-17,Expense,Police,Police Department,102310,Criminal Investigation,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,52612,Supplies: Craft,Services & Supplies,400,2,Adjusted,400
FY16-17,Expense,Police,Police Department,101110,Office of Chief: Administration,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,52612,Supplies: Craft,Services & Supplies,500,2,Adjusted,500
FY16-17,Expense,Police,Police Department,106210,Police Personnel,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,52612,Supplies: Craft,Services & Supplies,2000,2,Adjusted,2000
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,52888,Fuel,Services & Supplies,30000,2,Adjusted,30000
FY16-17,Expense,Police,Police Department,108150,District Area 5,1010,General Fund: General Purpose,PS11,PATROL AREA 1,52917,Shoe/Boot Supplemental,Services & Supplies,750,2,Adjusted,750
FY16-17,Expense,Police,Police Department,107511,Parking Enforcement,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,52919,Supplies: Miscellaneous and Commodities,Services & Supplies,20000,2,Adjusted,20000
FY16-17,Expense,Police,Police Department,106210,Police Personnel,1010,General Fund: General Purpose,I015,OPD,52919,Supplies: Miscellaneous and Commodities,Services & Supplies,2000,2,Adjusted,2000
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,52913,Supplies: Technical and Scientific,Services & Supplies,44242,2,Adjusted,44242
FY16-17,Expense,Police,Police Department,106410,Police Information Tech,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,52913,Supplies: Technical and Scientific,Services & Supplies,5000,2,Adjusted,5000
FY16-17,Expense,Police,Police Department,108120,District Area 2,1010,General Fund: General Purpose,PS11,PATROL AREA 1,52913,Supplies: Technical and Scientific,Services & Supplies,1000,2,Adjusted,1000
FY16-17,Expense,Police,Police Department,103430,Training Unit,1010,General Fund: General Purpose,PS09,POLICE TRAINING,52912,Clothing,Services & Supplies,50000,2,Adjusted,50000
FY16-17,Expense,Police,Police Department,103430,Training Unit,1010,General Fund: General Purpose,PS09,POLICE TRAINING,52911,Bottled Water and Food for Human Consumption,Services & Supplies,2000,2,Adjusted,2000
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,53214,Leased: Vehicles for City Use,Services & Supplies,4000,2,Adjusted,4000
FY16-17,Expense,Police,Police Department,102120,Property and Evidence,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,53719,Miscellaneous Services,Services & Supplies,800,2,Adjusted,800
FY16-17,Expense,Police,Police Department,103430,Training Unit,1010,General Fund: General Purpose,PS09,POLICE TRAINING,53719,Miscellaneous Services,Services & Supplies,5000,2,Adjusted,5000
FY16-17,Expense,Police,Police Department,108710,Neighborhood Services Section 1,1010,General Fund: General Purpose,NSDV,NEIGHBORHOOD SERVICES DIVISION,53719,Miscellaneous Services,Services & Supplies,12500,2,Adjusted,12500
FY16-17,Expense,Police,Police Department,108820,Neighborhood Services Section 2,1010,General Fund: General Purpose,NSDV,NEIGHBORHOOD SERVICES DIVISION,53719,Miscellaneous Services,Services & Supplies,12500,2,Adjusted,12500
FY16-17,Expense,Police,Police Department,102310,Criminal Investigation,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,53711,Stipend - Non Taxable,Services & Supplies,60000,2,Adjusted,60000
FY16-17,Expense,Police,Police Department,101130,Office of the Inspector General,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,54111,Accounting and Auditing Services,Contract Services,50000,2,Adjusted,50000
FY16-17,Expense,Police,Police Department,102310,Criminal Investigation,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,54311,Medical and Veterinarian Services,Contract Services,85000,2,Adjusted,85000
FY16-17,Expense,Police,Police Department,106510,Budget Accounting,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,54620,Maintenance and Security,Contract Services,2000,2,Adjusted,2000
FY16-17,Expense,Police,Police Department,102350,Youth & School Services Section,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,54619,Repair and Maintenance: Miscellaneous,Contract Services,250,2,Adjusted,250
FY16-17,Expense,Police,Police Department,103310,Communications,1010,General Fund: General Purpose,PS08,COMMUNICATIONS,54619,Repair and Maintenance: Miscellaneous,Contract Services,2000,2,Adjusted,2000
FY16-17,Expense,Police,Police Department,103242,Records & Warrants,1010,General Fund: General Purpose,PS07,POLICE RECORDS,54619,Repair and Maintenance: Miscellaneous,Contract Services,7500,2,Adjusted,7500
FY16-17,Expense,Police,Police Department,106410,Police Information Tech,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,54613,Repair and Maintenance: Motor Vehicles,Contract Services,34000,2,Adjusted,34000
FY16-17,Expense,Police,Police Department,102120,Property and Evidence,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,54721,Advertising: Legal,Contract Services,100,2,Adjusted,100
FY16-17,Expense,Police,Police Department,101110,Office of Chief: Administration,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",Travel & Education,380,2,Adjusted,380
FY16-17,Expense,Police,Police Department,101130,Office of the Inspector General,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,55214,On-Line Database Service,Travel & Education,1000,2,Adjusted,1000
FY16-17,Expense,Police,Police Department,106210,Police Personnel,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,55214,On-Line Database Service,Travel & Education,3000,2,Adjusted,3000
FY16-17,Expense,Police,Police Department,107710,Special Operations,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,55311,Memberships: Employee Association Dues,Travel & Education,1000,2,Adjusted,1000
FY16-17,Expense,Police,Police Department,103310,Communications,1010,General Fund: General Purpose,PS08,COMMUNICATIONS,55311,Memberships: Employee Association Dues,Travel & Education,120,2,Adjusted,120
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,PS11,PATROL AREA 1,56511,Radio Rentals,Internal Services & Work Orders,400875,2,Adjusted,400875
FY16-17,Expense,Police,Police Department,101112,Public Information,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,56111,Special Setups,Internal Services & Work Orders,4731,2,Adjusted,4731
FY16-17,Expense,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,56111,Special Setups,Internal Services & Work Orders,42281,2,Adjusted,42281
FY16-17,Expense,Police,Police Department,101120,Internal Affairs,1010,General Fund: General Purpose,PS11,PATROL AREA 1,56111,Special Setups,Internal Services & Work Orders,8910,2,Adjusted,8910
FY16-17,Expense,Police,Police Department,102130,Special Victims Section,1010,General Fund: General Purpose,PSO,PROBLEM SOLVING OFFICER,56111,Special Setups,Internal Services & Work Orders,5940,2,Adjusted,5940
FY16-17,Expense,Police,Police Department,102140,"Research, Planning & Crime Analysis",1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,56111,Special Setups,Internal Services & Work Orders,4981,2,Adjusted,4981
FY16-17,Expense,Police,Police Department,102140,"Research, Planning & Crime Analysis",1010,General Fund: General Purpose,PS06,RESEARCH & PLANNING & CRIME ANALYSIS,56111,Special Setups,Internal Services & Work Orders,2753,2,Adjusted,2753
FY16-17,Expense,Police,Police Department,102321,Misdemeanor Crimes & Task Forces,1010,General Fund: General Purpose,PS11,PATROL AREA 1,56111,Special Setups,Internal Services & Work Orders,7422,2,Adjusted,7422
FY16-17,Expense,Police,Police Department,102321,Misdemeanor Crimes & Task Forces,1010,General Fund: General Purpose,PS12,VICE/NARCOTICS,56111,Special Setups,Internal Services & Work Orders,7852,2,Adjusted,7852
FY16-17,Expense,Police,Police Department,102324,Felony Assault & Gang Section,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,56111,Special Setups,Internal Services & Work Orders,10855,2,Adjusted,10855
FY16-17,Expense,Police,Police Department,102324,Felony Assault & Gang Section,1010,General Fund: General Purpose,PS11,PATROL AREA 1,56111,Special Setups,Internal Services & Work Orders,11079,2,Adjusted,11079
FY16-17,Expense,Police,Police Department,102330,Robbery & Burglary Section,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,56111,Special Setups,Internal Services & Work Orders,21052,2,Adjusted,21052
FY16-17,Expense,Police,Police Department,103110,Bureau of Services: Administration,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,56111,Special Setups,Internal Services & Work Orders,9102,2,Adjusted,9102
FY16-17,Expense,Police,Police Department,103310,Communications,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,56111,Special Setups,Internal Services & Work Orders,1841,2,Adjusted,1841
FY16-17,Expense,Police,Police Department,107510,Traffic Operations,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,56111,Special Setups,Internal Services & Work Orders,1361,2,Adjusted,1361
FY16-17,Expense,Police,Police Department,107511,Parking Enforcement,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,56111,Special Setups,Internal Services & Work Orders,1230,2,Adjusted,1230
FY16-17,Expense,Police,Police Department,107511,Parking Enforcement,1010,General Fund: General Purpose,PS14,TRAFFIC OPERATIONS,56111,Special Setups,Internal Services & Work Orders,55484,2,Adjusted,55484
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,PS09,POLICE TRAINING,56111,Special Setups,Internal Services & Work Orders,7633,2,Adjusted,7633
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,56111,Special Setups,Internal Services & Work Orders,1838,2,Adjusted,1838
FY16-17,Expense,Police,Police Department,108120,District Area 2,1010,General Fund: General Purpose,PSO,PROBLEM SOLVING OFFICER,56111,Special Setups,Internal Services & Work Orders,23409,2,Adjusted,23409
FY16-17,Expense,Police,Police Department,108130,District Area 3,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,56111,Special Setups,Internal Services & Work Orders,18279,2,Adjusted,18279
FY16-17,Expense,Police,Police Department,108130,District Area 3,1010,General Fund: General Purpose,PS11,PATROL AREA 1,56111,Special Setups,Internal Services & Work Orders,151546,2,Adjusted,151546
FY16-17,Expense,Police,Police Department,108140,District Area 4,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,56111,Special Setups,Internal Services & Work Orders,6760,2,Adjusted,6760
FY16-17,Expense,Police,Police Department,108150,District Area 5,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,56111,Special Setups,Internal Services & Work Orders,2970,2,Adjusted,2970
FY16-17,Expense,Police,Police Department,108150,District Area 5,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,56111,Special Setups,Internal Services & Work Orders,13399,2,Adjusted,13399
FY16-17,Expense,Police,Police Department,108630,Ceasefire,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,56111,Special Setups,Internal Services & Work Orders,4186,2,Adjusted,4186
FY16-17,Expense,Police,Police Department,108630,Ceasefire,1010,General Fund: General Purpose,PS06,RESEARCH & PLANNING & CRIME ANALYSIS,56111,Special Setups,Internal Services & Work Orders,1863,2,Adjusted,1863
FY16-17,Expense,Police,Police Department,108710,Neighborhood Services Section 1,1010,General Fund: General Purpose,PS01,AGENCY-WIDE ADMINISTRATION,56111,Special Setups,Internal Services & Work Orders,465,2,Adjusted,465
FY16-17,Expense,Police,Police Department,108710,Neighborhood Services Section 1,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,56111,Special Setups,Internal Services & Work Orders,7733,2,Adjusted,7733
FY16-17,Expense,Police,Police Department,108140,District Area 4,1010,General Fund: General Purpose,PS02,INTERNAL AFFAIRS,51112,Sworn: Regular,Sworn Salaries,96300,2,Adjusted,96300
FY16-17,Expense,Police,Police Department,108010,District Command Administration,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51112,Sworn: Regular,Sworn Salaries,2613445,2,Adjusted,2613445
FY16-17,Expense,Police,Police Department,102330,Robbery & Burglary Section,1010,General Fund: General Purpose,PS06,RESEARCH & PLANNING & CRIME ANALYSIS,51111,Civilian: Regular,Civilian Salaries,61426,2,Adjusted,61426
FY16-17,Expense,Police,Police Department,107410,Support Operations,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51414,Sworn: Education,Allowances & Premiums,17898,2,Adjusted,17898
FY16-17,Expense,Police,Police Department,108130,District Area 3,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51411,Shift Pay,Allowances & Premiums,271741,2,Adjusted,271741
FY16-17,Expense,Police,Police Department,107510,Traffic Operations,1010,General Fund: General Purpose,PS14,TRAFFIC OPERATIONS,51512,Sworn: Paid Leave Charge,Sworn Salaries,223980,2,Adjusted,223980
FY16-17,Expense,Police,Police Department,108630,Ceasefire,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51512,Sworn: Paid Leave Charge,Sworn Salaries,65789,2,Adjusted,65789
FY16-17,Expense,Police,Police Department,107410,Support Operations,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51512,Sworn: Paid Leave Charge,Sworn Salaries,43259,2,Adjusted,43259
FY16-17,Expense,Police,Police Department,107510,Traffic Operations,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,51511,Civilian: Paid Leave Charge,Civilian Salaries,26739,2,Adjusted,26739
FY16-17,Expense,Police,Police Department,108130,District Area 3,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51511,Civilian: Paid Leave Charge,Civilian Salaries,119659,2,Adjusted,119659
FY16-17,Expense,Police,Police Department,102350,Youth & School Services Section,1010,General Fund: General Purpose,PS03,CRIMINAL INVESTIGATIONS,51614,Sworn: Fringe Benefits Accrual,Sworn Fringe Benefits,48326,2,Adjusted,48326
FY16-17,Expense,Police,Police Department,103430,Training Unit,1010,General Fund: General Purpose,PS11,PATROL AREA 1,51614,Sworn: Fringe Benefits Accrual,Sworn Fringe Benefits,110450,2,Adjusted,110450
