Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Program Code,Program Description,Account Type,Account Code,Account Category,Account Description,Amount,Amount as number,Budget Type,Budget Name
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Revenue,48716,Miscellaneous Revenue,Other Revenue: Revolving Loan Repayment,750000,750000,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,54919,Contract Services,Services: Miscellaneous Contract,136099,136099,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,19095,19095,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,145010,145010,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,241682,241682,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,21919,21919,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,54912,Contract Services,Third Party: Grant Contracts Earned,159200,159200,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,54912,Contract Services,Third Party: Grant Contracts Earned,19596,19596,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,17874,17874,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,16308,16308,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,25952,25952,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51111,Civilian Salaries,Civilian: Regular,51413,51413,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,58311,"Bank, bond, loan, and other expenditures",Loan Expenditures: Grant Funded,786455,786455,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,29790,29790,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,14206,14206,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,56411,Internal Services & Work Orders,City Vehicle Rentals,29239,29239,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,177823,177823,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51111,Civilian Salaries,Civilian: Regular,59015,59015,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Revenue,44119,Interest Income,Interest: Miscellaneous Income,50000,50000,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,58311,"Bank, bond, loan, and other expenditures",Loan Expenditures: Grant Funded,92832,92832,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,15571,15571,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51313,Civilian Salaries,"Allowance: Auto Flat (1, 2, Partially 3)",3150,3150,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,58522,Overhead,Overhead: Central Services Cost Allocation,1983,1983,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,648,648,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,51122,Civilian Salaries,Temporary: Regular Part Time,8357,8357,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,51627,Civilian Retirement,Retirement Contributions,313,313,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2109,HUD-Home,NB32,HOME OWNERSHIP & REHABILITATION,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,23789,23789,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2109,HUD-Home,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51313,Civilian Salaries,"Allowance: Auto Flat (1, 2, Partially 3)",1050,1050,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2109,HUD-Home,NB32,HOME OWNERSHIP & REHABILITATION,Expense,78811,Overhead,Budget Only: Prior  Year Allocation Offset Project Total,-180324,-180324,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2109,HUD-Home,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51111,Civilian Salaries,Civilian: Regular,78544,78544,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2109,HUD-Home,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,21703,21703,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2109,HUD-Home,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,39648,39648,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2109,HUD-Home,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,29171,29171,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2826,Mortgage Revenue,NB32,HOME OWNERSHIP & REHABILITATION,Revenue,44119,Interest Income,Interest: Miscellaneous Income,10000,10000,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2826,Mortgage Revenue,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,10071,10071,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2826,Mortgage Revenue,NB32,HOME OWNERSHIP & REHABILITATION,Revenue,48727,Miscellaneous Revenue,Other Revenue: Other Income,26492,26492,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2826,Mortgage Revenue,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,13537,13537,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2826,Mortgage Revenue,NB32,HOME OWNERSHIP & REHABILITATION,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,11039,11039,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2826,Mortgage Revenue,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51111,Civilian Salaries,Civilian: Regular,36447,36447,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2826,Mortgage Revenue,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,18398,18398,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2826,Mortgage Revenue,NB32,HOME OWNERSHIP & REHABILITATION,Revenue,48716,Miscellaneous Revenue,Other Revenue: Revolving Loan Repayment,53000,53000,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2999,Miscellaneous Grants,NB32,HOME OWNERSHIP & REHABILITATION,Expense,78811,Overhead,Budget Only: Prior  Year Allocation Offset Project Total,-407547,-407547,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2999,Miscellaneous Grants,NB32,HOME OWNERSHIP & REHABILITATION,Expense,58522,Overhead,Overhead: Central Services Cost Allocation,18164,18164,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2999,Miscellaneous Grants,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51111,Civilian Salaries,Civilian: Regular,59973,59973,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2999,Miscellaneous Grants,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,22274,22274,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2999,Miscellaneous Grants,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,16572,16572,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2999,Miscellaneous Grants,NB32,HOME OWNERSHIP & REHABILITATION,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,30273,30273,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89949,CDBG Coordination,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,188078,188078,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89949,CDBG Coordination,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,54912,Contract Services,Third Party: Grant Contracts Earned,1158364,1158364,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89949,CDBG Coordination,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,58212,Debt Payments,Note Principal,150000,150000,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89949,CDBG Coordination,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,58215,Debt Payments,Interest on Long-Term Debt,87000,87000,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89949,CDBG Coordination,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,51111,Civilian Salaries,Civilian: Regular,372591,372591,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89949,CDBG Coordination,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,78811,Overhead,Budget Only: Prior  Year Allocation Offset Project Total,-128092,-128092,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89949,CDBG Coordination,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,78811,Overhead,Budget Only: Prior  Year Allocation Offset Project Total,-35000,-35000,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89949,CDBG Coordination,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,78811,Overhead,Budget Only: Prior  Year Allocation Offset Project Total,-113880,-113880,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89949,CDBG Coordination,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Revenue,46121,Grants & Subsidies,City Oakland Grant: Community Development Block Grant,6655657,6655657,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89949,CDBG Coordination,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,78811,Overhead,Budget Only: Prior  Year Allocation Offset Project Total,-255817,-255817,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89949,CDBG Coordination,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,58522,Overhead,Overhead: Central Services Cost Allocation,112847,112847,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89949,CDBG Coordination,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,102954,102954,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89949,CDBG Coordination,2108,HUD-CDBG,YS11,COMMUNITY DEVELOPMENT (CDBG),Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,138382,138382,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89969,Residential Rent Arbitration,2413,Rent Adjustment Program Fund,SC15,RESIDENTIAL RENT ADJUSTMENT,Expense,54723,Contract Services,Advertising: Display,5000,5000,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89969,Residential Rent Arbitration,2413,Rent Adjustment Program Fund,SC15,RESIDENTIAL RENT ADJUSTMENT,Expense,53219,Services & Supplies,Rental: Miscellaneous,800,800,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89969,Residential Rent Arbitration,2413,Rent Adjustment Program Fund,SC15,RESIDENTIAL RENT ADJUSTMENT,Expense,52911,Services & Supplies,Bottled Water and Food for Human Consumption,2500,2500,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89969,Residential Rent Arbitration,2413,Rent Adjustment Program Fund,SC15,RESIDENTIAL RENT ADJUSTMENT,Revenue,45419,Service Charges,Other Fees: Miscellaneous,1950000,1950000,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89969,Residential Rent Arbitration,2413,Rent Adjustment Program Fund,SC15,RESIDENTIAL RENT ADJUSTMENT,Expense,53720,Services & Supplies,Miscellaneous Repairs and Maintenance,189,189,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89969,Residential Rent Arbitration,2413,Rent Adjustment Program Fund,SC15,RESIDENTIAL RENT ADJUSTMENT,Expense,53611,Services & Supplies,Postage and Mailing,100,100,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89969,Residential Rent Arbitration,2413,Rent Adjustment Program Fund,SC15,RESIDENTIAL RENT ADJUSTMENT,Expense,54521,Contract Services,Miscellaneous Legal Fees,800,800,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89969,Residential Rent Arbitration,2413,Rent Adjustment Program Fund,SC15,RESIDENTIAL RENT ADJUSTMENT,Expense,52213,Services & Supplies,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",10000,10000,3,Proposed
FY14-15,Housing & Community Development,Housing & Community Development,89969,Residential Rent Arbitration,2413,Rent Adjustment Program Fund,SC15,RESIDENTIAL RENT ADJUSTMENT,Expense,55212,Operation & Maintenance,Registration and Tuition,5000,5000,3,Proposed
